premise,hypothesis,label,Target_sentence_position,Experiment_or_filler,Number_of_propositions,Condition,group
The hero soothed the realtor and the emperor excused the publisher because the comedian amused the joke.,The comedian amused the joke.,entailment,third,Experimental,three,ExperienerObject_implausible,
The mapmaker ridiculed the umpire and the sorcerer isolated the scavenger after the leader angered the decision.,The leader angered the decision.,entailment,third,Experimental,three,ExperienerObject_implausible,
The editor stuned the upholsterer but the shepherd yelled the pharmacist and the homeowner annoyed the complaint.,The homeowner annoyed the complaint.,entailment,third,Experimental,three,ExperienerObject_implausible,
The machinist interviewed the suspect but the undergraduate extoled the steelworker when the activist aroused the speech.,The activist aroused the speech.,entailment,third,Experimental,three,ExperienerObject_implausible,
The protestor beged the saxophonist but the oncologist commended the bullfighter because the archaeologist astonished the discovery.,The archaeologist astonished the discovery.,entailment,third,Experimental,three,ExperienerObject_implausible,
The optometrist asked the hero but the wizard spooked the organist after the actor bored the monologue.,The actor bored the monologue.,entailment,third,Experimental,three,ExperienerObject_implausible,
The mobster maddened the organist when the chiseler charmed the pollster and the beekeeper bothered the buzz.,The beekeeper bothered the buzz.,entailment,third,Experimental,three,ExperienerObject_implausible,
The bodyguard offended the anesthesiologist when the prince startled the socialite but the sailor calmed the breeze.,The sailor calmed the breeze.,entailment,third,Experimental,three,ExperienerObject_implausible,
The stonecutter haunted the canadian when the hotelier observed the juror because the curator captivated the painting.,The curator captivated the painting.,entailment,third,Experimental,three,ExperienerObject_implausible,
The protagonist troubled the suspect when the maniac misquoted the nobleman after the child comforted the lullaby.,The child comforted the lullaby.,entailment,third,Experimental,three,ExperienerObject_implausible,
The matador related the survivor because the greek noticed the train and the mathematician confused the equation.,The mathematician confused the equation.,entailment,third,Experimental,three,ExperienerObject_implausible,
The finn harassed the publisher because the columnist misleaded the oracle but the philosopher convinced the argument.,The philosopher convinced the argument.,entailment,third,Experimental,three,ExperienerObject_implausible,
The wench recognized the bachelor because the trooper suspected the steward when the listener depressed the music.,The listener depressed the music.,entailment,third,Experimental,three,ExperienerObject_implausible,
The revolutionary escorted the capitalist because the skater sighted the gallery after the writer devastated the critique.,The writer devastated the critique.,entailment,third,Experimental,three,ExperienerObject_implausible,
The merchant cursed the matador after the mapmaker inspired the cabbie and the coach disappointed the result.,The coach disappointed the result.,entailment,third,Experimental,three,ExperienerObject_implausible,
The organist begrudged the saleslady after the asylum visited the gangster but the applicant discouraged the rejection.,The applicant discouraged the rejection.,entailment,third,Experimental,three,ExperienerObject_implausible,
The bricklayer mocked the commuter after the protagonist filmed the stuntman because the environmentalist disgusted the litter.,The environmentalist disgusted the litter.,entailment,third,Experimental,three,ExperienerObject_implausible,
The toymaker deprecated the chemist after the grandson inspired the auditor when the researcher disturbed the noise.,The researcher disturbed the noise.,entailment,third,Experimental,three,ExperienerObject_implausible,
The advocate displeased the verdict and the acupuncturist recognized the miller but the gangster invoiced the appraiser.,The advocat displeased the verdict.,entailment,first,Experimental,three,ExperienerObject_implausible,
The spokesperson embarrassed the blunder and the entertainer deceived the wizard when the revolutionary humiliated the spokesman.,The spokesperson embarrassed the blunder.,entailment,first,Experimental,three,ExperienerObject_implausible,
The student encouraged the feedback and the hairdresser pated the realtor because the dog persuaded the mercenary.,The student encouraged the feedback.,entailment,first,Experimental,three,ExperienerObject_implausible,
The scholar enlightened the lecture and the pensioner presented the yardman after the geneticist raved the fortune-teller.,The scholar enlightened the lecture.,entailment,first,Experimental,three,ExperienerObject_implausible,
The director excited the preview but the weatherman advised the skier and the acrobat scared the protagonist.,The director excited the preview.,entailment,first,Experimental,three,ExperienerObject_implausible,
The guard frightened the shadow but the intermediary accused the sharpshooter when the climber faced the skater.,The guard frightened the shadow.,entailment,first,Experimental,three,ExperienerObject_implausible,
The player frustrated the game but the entertainer flattered the socialite because the stranger raved the culprit.,The player frustrated the game.,entailment,first,Experimental,three,ExperienerObject_implausible,
The judge impressed the performance but the usher excused the sharpshooter after the bullfighter outraged the homeless.,The judge impressed the performance.,entailment,first,Experimental,three,ExperienerObject_implausible,
The driver irritated the glare when the wife watched the canadian and the husband dismissed the treasurer.,The driver irritated the glare.,entailment,first,Experimental,three,ExperienerObject_implausible,
The chef pleased the flavor when the sharpshooter mortified the newscaster but the newcomer awakened the miser.,The chef pleased the flavor.,entailment,first,Experimental,three,ExperienerObject_implausible,
The detective puzzled the clue when the merchant understanded the proofreader because the poser enticed the husband.,The detectiv puzzled the clue.,entailment,first,Experimental,three,ExperienerObject_implausible,
The audience saddened the ending when the poser flattered the maverick after the hunter dismissed the paymaster.,The audienc saddened the ending.,entailment,first,Experimental,three,ExperienerObject_implausible,
The diner satisfied the meal because the webmaster bemused the deacon and the spy neglected the telemarketer.,The diner satisfied the meal.,entailment,first,Experimental,three,ExperienerObject_implausible,
The employee surprised the announcement because the spokeswoman wounded the patron but the running signaled the procrastinator.,The employee surprised the announcement.,entailment,first,Experimental,three,ExperienerObject_implausible,
The audience shocked the verdict because the miller related the cartographer when the conman cursed the bricklayer.,The audienc shocked the verdict.,entailment,first,Experimental,three,ExperienerObject_implausible,
The zookeeper terrified the roar because the accuser antagonized the vagrant after the pacifist yelled the swimmer.,The zookeeper terrified the roar.,entailment,first,Experimental,three,ExperienerObject_implausible,
The farmer threatened the cloud after the partner tailgated the kleptomaniac and the lineman forgived the doorman.,The farmer threatened the cloud.,entailment,first,Experimental,three,ExperienerObject_implausible,
The investor thrilled the news after the plumber buged the gallery but the traditionalist fancied the newswoman.,The investor thrilled the news.,entailment,first,Experimental,three,ExperienerObject_implausible,
The technician upset the malfunction after the clown victimized the valet because the midwife challenged the soundman.,The technician upseted the malfunction.,entailment,first,Experimental,three,ExperienerObject_implausible,
The captain worried the forecast after the anesthesiologist delighted the accuser when the wife snubed the doorman.,The captain worried the forecast.,entailment,first,Experimental,three,ExperienerObject_implausible,
The mechanic assembled the engine and the matador goaded the fanatic but the merchant backed the residents.,The matador goaded the fanatic.,entailment,first,Filler,three,Transitive_plausible,
The tailor bent the wire and the cobbler consulted the taxi-driver when the golfer visited the watchman.,The cobbler consulted the taxi-driver.,entailment,first,Filler,three,Transitive_plausible,
The child bit the apple and the australian delighted the asylum because the socialite teased the mailman.,The australian delighted the asylum.,entailment,first,Filler,three,Transitive_plausible,
The chef blended the ingredients and the miner outraged the herder after the acupuncturist belittled the interpreter.,The miner outraged the herder.,entailment,first,Filler,three,Transitive_plausible,
The sculptor carved the statue but the sharecropper pacified the machinist and the zealot belittled the organist.,The sharecropper pacified the machinist.,entailment,first,Filler,three,Transitive_plausible,
The chef chopped the vegetables but the healer forgived the parishioner when the paymaster distressed the psychiatrist.,The healer forgived the parishioner.,entailment,first,Filler,three,Transitive_plausible,
The cleaner cleaned the floor but the mapmaker escorted the healer because the soothsayer shoved the shopper.,The mapmaker escorted the healer.,entailment,first,Filler,three,Transitive_plausible,
The collector collected the stamps but the janitor consulted the bear after the performer awakened the chairman.,The janitor consulted the bear.,entailment,first,Filler,three,Transitive_plausible,
The butcher cut the meat when the inventor neglected the academic and the acrobat judged the clarinetist.,The inventor neglected the academic.,entailment,first,Filler,three,Transitive_plausible,
The writer described the landscape when the emissary extoled the biologist but the steelworker betraied the renegade.,The emissari extoled the biologist.,entailment,first,Filler,three,Transitive_plausible,
The crew destroyed the building when the hoodlum hosted the pastor because the foreman noticed the weightlifter.,The hoodlum hosted the pastor.,entailment,first,Filler,three,Transitive_plausible,
The architect designed the house when the litigator scorned the weaver after the traditionalist sighted the parachutist.,The litigator scorned the weaver.,entailment,first,Filler,three,Transitive_plausible,
The student pushed the cart because the mailman faced the poacher and the mode delighted the tenor.,The mailman faced the poacher.,entailment,first,Filler,three,Transitive_plausible,
The artist drew the portrait because the rustler inspired the victim but the drummer stuned the litigator.,The rustler inspired the victim.,entailment,first,Filler,three,Transitive_plausible,
The teacher memorized the concept because the songwriter presented the skier when the workaholic dismissed the midfielder.,The songwriter presented the skier.,entailment,first,Filler,three,Transitive_plausible,
The blacksmith flattened the metal because the umpire misleaded the foreman after the weightlifter fancied the italian.,The umpir misleaded the foreman.,entailment,first,Filler,three,Transitive_plausible,
The artist folded the paper after the neighbor challenged the usher and the authorities introduced the trendsetter.,The neighbor challenged the usher.,entailment,first,Filler,three,Transitive_plausible,
The carpenter hammered the nail after the swimmer screamed the benefactor but the sportscaster rushed the skier.,The swimmer screamed the benefactor.,entailment,first,Filler,three,Transitive_plausible,
The hacker hacked the system after the miller ridiculed the drug because the messenger nudged the peddler.,The miller ridiculed the drug.,entailment,first,Filler,three,Transitive_plausible,
The boxer hit the wall after the collaborator encountered the academic when the locksmith followed the commander.,The collaborator encountered the academic.,entailment,first,Filler,three,Transitive_plausible,
The bookbinder photographed the treasurer and the player kicked the ball but the fanatic related the girlfriend.,The bookbinder photographed the treasurer.,entailment,second,Filler,three,Transitive_plausible,
The steward repulsed the logician and the burglar knocked the door when the commuter perplexed the telemarketer.,The steward repulsed the logician.,entailment,second,Filler,three,Transitive_plausible,
The courier investigated the nominee and the baker made the bread because the optometrist poisoned the soundman.,The courier investigated the nominee.,entailment,second,Filler,three,Transitive_plausible,
The inventor nominated the innovator and the blacksmith pounded the metal after the patent inspired the dictator.,The inventor nominated the innovator.,entailment,second,Filler,three,Transitive_plausible,
The conman raved the commentator but the factory produced the cars and the usher relieved the murderer.,The conman raved the commentator.,entailment,second,Filler,three,Transitive_plausible,
The busdriver exhausted the peddler but the man protected the environment when the peace-lover noted the girlfriend.,The busdriver exhausted the peddler.,entailment,second,Filler,three,Transitive_plausible,
The cabbie quized the skier but the boxer punched the sandbag because the juror invoiced the chiseler.,The cabbi quized the skier.,entailment,second,Filler,three,Transitive_plausible,
The paleontologist rejected the mailman but the boy read the magazine after the general snubed the nominee.,The paleontologist rejected the mailman.,entailment,second,Filler,three,Transitive_plausible,
The hypochondriac fascinated the gastroenterologist when the carpenter sawed the wood and the warlord cited the sharpshooter.,The hypochondriac fascinated the gastroenterologist.,entailment,second,Filler,three,Transitive_plausible,
The dean relieved the shopper when the firefighter saved the life but the psychic alerted the cheerleader.,The dean relieved the shopper.,entailment,second,Filler,three,Transitive_plausible,
The citizen ridiculed the physiologist when the vandal shattered the window because the trespasser distracted the authorities.,The citizen ridiculed the physiologist.,entailment,second,Filler,three,Transitive_plausible,
The arbitrator tailgated the dean when the pirate slashed the sail after the exporter dazzled the plumber.,The arbitrator tailgated the dean.,entailment,second,Filler,three,Transitive_plausible,
The ringleader vexed the admiral because the chef sliced the bread and the shepherd invoiced the forester.,The ringleader vexed the admiral.,entailment,second,Filler,three,Transitive_plausible,
The candidate ridiculed the runner because the child smashed the toy but the electrician avoided the neurologist.,The candidat ridiculed the runner.,entailment,second,Filler,three,Transitive_plausible,
The saleslady defeated the sinner because the player squashed the ball when the foreigner neglected the hoodlum.,The salesladi defeated the sinner.,entailment,second,Filler,three,Transitive_plausible,
The organist insulted the impostor because the boxer suggested the idea after the panhandler excused the champion.,The organist insulted the impostor.,entailment,second,Filler,three,Transitive_plausible,
The playwright excused the watchmaker after the student skipped the class and the physicist poisoned the officer.,The playwright excused the watchmaker.,entailment,second,Filler,three,Transitive_plausible,
The crusader snubed the lecturer after the artist touched the canvas but the trooper relieved the songwriter.,The crusader snubed the lecturer.,entailment,second,Filler,three,Transitive_plausible,
The renegade tickled the locksmith after the chef used the knife because the academic disparaged the reverent.,The renegad tickled the locksmith.,entailment,second,Filler,three,Transitive_plausible,
The machinist snubed the miner after the person wasted the water when the optimist healed the umpire.,The machinist snubed the miner.,entailment,second,Filler,three,Transitive_plausible,
The camper presented the oracle and the spokeswoman extoled the governor but the carpenter assembled the bookshelf.,The camper presented the oracle.,entailment,third,Filler,three,Transitive_plausible,
The sherpa goaded the playwright and the flutist bemused the screenwriter when the instructor bent the mat.,The sherpa goaded the playwright.,entailment,third,Filler,three,Transitive_plausible,
The trooper awed the merchant and the wench encountered the jock because the child bit the chocolate.,The trooper awed the merchant.,entailment,third,Filler,three,Transitive_plausible,
The restaurateur humiliated the delinquent and the wizard lauded the finn after the bartender blended the cocktail.,The restaurateur humiliated the delinquent.,entailment,third,Filler,three,Transitive_plausible,
The sorcerer singed the churchgoer but the pathologist repulsed the dissident and the girl carved the statue.,The sorcerer singed the churchgoer.,entailment,third,Filler,three,Transitive_plausible,
The patron mollified the defender but the manservant accosted the herder when the chef chopped the onions.,The patron mollified the defender.,entailment,third,Filler,three,Transitive_plausible,
The commoner isolated the zoologist but the columnist awaited the townspeople because the cleaner cleaned the windows.,The commoner isolated the zoologist.,entailment,third,Filler,three,Transitive_plausible,
The sponsor neglected the shopper but the embezzler interviewed the patent after the collector collected the coins.,The sponsor neglected the shopper.,entailment,third,Filler,three,Transitive_plausible,
The churchgoer enticed the pole when the train raved the geophysicist and the tailor cut the fabric.,The churchgoer enticed the pole.,entailment,third,Filler,three,Transitive_plausible,
The invalid begrudged the general when the roadworker stuned the dwarf but the guide described the monument.,The invalid begrudged the general.,entailment,third,Filler,three,Transitive_plausible,
The commentator enticed the meteorologist when the valet introduced the porter because the crew destroyed the facility.,The commentator enticed the meteorologist.,entailment,third,Filler,three,Transitive_plausible,
The traditionalist intimidated the partner when the renegade agitated the lithographer after the designer designed the logo.,The traditionalist intimidated the partner.,entailment,third,Filler,three,Transitive_plausible,
The mover heared the hairstylist because the arbitrator noted the sharpshooter and the student pushed the button.,The mover heared the hairstylist.,entailment,third,Filler,three,Transitive_plausible,
The niece strangled the storekeeper because the midwife mocked the midfielder but the artist drew the landscape.,The niec strangled the storekeeper.,entailment,third,Filler,three,Transitive_plausible,
The kleptomaniac infected the professor because the provost pinched the pitcher when the boy memorized the lines.,The kleptomaniac infected the professor.,entailment,third,Filler,three,Transitive_plausible,
The partner honored the mercenary because the italian pacified the solicitor after the ironworker flattened the plate.,The partner honored the mercenary.,entailment,third,Filler,three,Transitive_plausible,
The strategist reimbursed the psychopath after the chancellor enraged the paymaster and the artist folded the crane.,The strategist reimbursed the psychopath.,entailment,third,Filler,three,Transitive_plausible,
The sophomore chastised the shepherd after the jock shoved the asylum but the blacksmith hammered the metal.,The sophomor chastised the shepherd.,entailment,third,Filler,three,Transitive_plausible,
The forester replaced the admiral after the barrister lashed the saleslady because the kid hacked the computer.,The forester replaced the admiral.,entailment,third,Filler,three,Transitive_plausible,
The mayor quoted the auctioneer after the stableman hounded the commander when the lady hit the bag.,The mayor quoted the auctioneer.,entailment,third,Filler,three,Transitive_plausible,
The guy kicked the door and the creditor soothed the steelworker but the postdoc harassed the adulterer.,The creditor soothed the steelworker.,entailment,first,Filler,three,Transitive_plausible,
The student knocked the door and the optician understanded the lyricist when the cartographer swindled the emissary.,The optician understanded the lyricist.,entailment,first,Filler,three,Transitive_plausible,
The baker made the cake and the weaver excused the dane because the signatory disparaged the nominee.,The weaver excused the dane.,entailment,first,Filler,three,Transitive_plausible,
The worker pounded the metal and the orthopedist pated the machinist after the workaholic dismissed the dramatist.,The orthopedist pated the machinist.,entailment,first,Filler,three,Transitive_plausible,
The factory produced the smartphones but the broker maddened the felon and the barrister startled the character.,The broker maddened the felon.,entailment,first,Filler,three,Transitive_plausible,
The soldiers protected the building but the teller awaited the residents when the editor lashed the spaniard.,The teller awaited the residents.,entailment,first,Filler,three,Transitive_plausible,
The boxer punched the locker but the manservant humiliated the juggler because the nominee enraged the bachelor.,The manservant humiliated the juggler.,entailment,first,Filler,three,Transitive_plausible,
The student read the novel but the doorman accused the diva after the storekeeper contradicted the quarterback.,The doorman accused the diva.,entailment,first,Filler,three,Transitive_plausible,
The carpenter sawed the timber when the healer agitated the wizard and the zealot rushed the clown.,The healer agitated the wizard.,entailment,first,Filler,three,Transitive_plausible,
The firefighter saved the money when the teenager insulted the go-between but the messenger haunted the manservant.,The teenager insulted the go-between.,entailment,first,Filler,three,Transitive_plausible,
The vandals shattered the window when the entomologist scorned the psychologist because the innovator bemused the interpreter.,The entomologist scorned the psychologist.,entailment,first,Filler,three,Transitive_plausible,
The pirate slashed the sail when the sponsor awed the gallery after the linguist tested the veterinarian.,The sponsor awed the gallery.,entailment,first,Filler,three,Transitive_plausible,
The chef sliced the tomato because the governor assuaged the gambler and the upholsterer scorned the auditor.,The governor assuaged the gambler.,entailment,first,Filler,three,Transitive_plausible,
The child smashed the toy car because the rancher evaluated the sommelier but the surgeon fascinated the branch.,The rancher evaluated the sommelier.,entailment,first,Filler,three,Transitive_plausible,
The player squashed the ball because the cheerleader beged the emissary when the ranger fascinated the barrister.,The cheerleader beged the emissary.,entailment,first,Filler,three,Transitive_plausible,
The manager suggested the policy because the plumber mortified the custodian after the embalmer dazzled the beautician.,The plumber mortified the custodian.,entailment,first,Filler,three,Transitive_plausible,
The student skipped the party after the yachtsman exasperated the dealer and the messenger ridiculed the donor.,The yachtsman exasperated the dealer.,entailment,first,Filler,three,Transitive_plausible,
The artist touched the canvas after the pastor escorted the cat but the chaplain baffled the tenor.,The pastor escorted the cat.,entailment,first,Filler,three,Transitive_plausible,
The chef used the blender after the shrink harassed the spokeswoman because the officer cheated the striker.,The shrink harassed the spokeswoman.,entailment,first,Filler,three,Transitive_plausible,
The person wasted the electricity after the pole replaced the branch when the gallery honored the higher-ups.,The pol replaced the branch.,entailment,first,Filler,three,Transitive_plausible,
The interpreter strangled the peddler and the engine assembled the mechanic but the dermatologist swindled the translator.,The interpreter strangled the peddler.,entailment,second,Filler,three,Transitive_implausible,
The peddler enraged the analyst and the wire bent the tailor when the maniac reimbursed the investment.,The peddler enraged the analyst.,entailment,second,Filler,three,Transitive_implausible,
The miller flustered the german and the apple bit the child because the monk enraged the millionnaire.,The miller flustered the german.,entailment,second,Filler,three,Transitive_implausible,
The consultant haunted the spokeswoman and the ingredients blended the chef after the gymnast undermined the henchman.,The consultant haunted the spokeswoman.,entailment,second,Filler,three,Transitive_implausible,
The mutineer befriended the cat but the statue carved the sculptor and the commoner swindled the miner.,The mutineer befriended the cat.,entailment,second,Filler,three,Transitive_implausible,
The ringleader introduced the oracle but the vegetables chopped the chef when the geneticist notified the agnostic.,The ringleader introduced the oracle.,entailment,second,Filler,three,Transitive_implausible,
The salesman forgived the spaniard but the floor cleaned the cleaner because the character smacked the dramatist.,The salesman forgived the spaniard.,entailment,second,Filler,three,Transitive_implausible,
The security quized the candidate but the stamps collected the collector after the paymaster nominated the jockey.,The securiti quized the candidate.,entailment,second,Filler,three,Transitive_implausible,
The obstetrician presented the busdriver when the meat cut the butcher and the teller eyed the housemaid.,The obstetrician presented the busdriver.,entailment,second,Filler,three,Transitive_implausible,
The mailman outraged the brewer when the landscape described the writer but the authorities betraied the panhandler.,The mailman outraged the brewer.,entailment,second,Filler,three,Transitive_implausible,
The rogue invoiced the protagonist when the building destroyed the crew because the lieutenant exposed the patriot.,The rogu invoiced the protagonist.,entailment,second,Filler,three,Transitive_implausible,
The sharecropper entertained the sergeant when the house designed the architect after the watchman neglected the evangelist.,The sharecropper entertained the sergeant.,entailment,second,Filler,three,Transitive_implausible,
The wrestler misinformed the reformer because the cart pushed the student and the analyst intrigued the pole.,The wrestler misinformed the reformer.,entailment,second,Filler,three,Transitive_implausible,
The accuser flustered the citizen because the portrait drew the artist but the treasurer undermined the commoner.,The accuser flustered the citizen.,entailment,second,Filler,three,Transitive_implausible,
The cartographer pursued the archivist because the concept memorized the teacher when the russian yelled the watchmaker.,The cartographer pursued the archivist.,entailment,second,Filler,three,Transitive_implausible,
The cobbler bemused the roadworker because the metal flattened the blacksmith after the girlfriend noticed the miser.,The cobbler bemused the roadworker.,entailment,second,Filler,three,Transitive_implausible,
The barkeeper vexed the helper after the paper folded the artist and the jailor alienated the flutist.,The barkeeper vexed the helper.,entailment,second,Filler,three,Transitive_implausible,
The jockey reimbursed the heiress after the nail hammered the carpenter but the spaniard befuddled the insider.,The jockei reimbursed the heiress.,entailment,second,Filler,three,Transitive_implausible,
The gastroenterologist overcharged the shrink after the system hacked the hacker because the novelist addressed the auctioneer.,The gastroenterologist overcharged the shrink.,entailment,second,Filler,three,Transitive_implausible,
The solicitor neglected the rabbi after the wall hit the boxer when the juggler naged the finn.,The solicitor neglected the rabbi.,entailment,second,Filler,three,Transitive_implausible,
The brewer choked the gastroenterologist and the user overcharged the geneticist but the ball kicked the player.,The brewer choked the gastroenterologist.,entailment,third,Filler,three,Transitive_implausible,
The underwriter identified the higher-ups and the cabbie strangled the bachelor when the door knocked the burglar.,The underwriter identified the higher-ups.,entailment,third,Filler,three,Transitive_implausible,
The mayor startled the pediatrician and the embalmer judged the herder because the bread made the baker.,The mayor startled the pediatrician.,entailment,third,Filler,three,Transitive_implausible,
The monk eyed the grandson and the astronaut paged the shortstop after the metal pounded the blacksmith.,The monk eyed the grandson.,entailment,third,Filler,three,Transitive_implausible,
The herder teased the weightlifter but the poacher beged the weaver and the cars produced the factory.,The herder teased the weightlifter.,entailment,third,Filler,three,Transitive_implausible,
The entertainer assuaged the defender but the newscaster isolated the showman when the environment protected the man.,The entertainer assuaged the defender.,entailment,third,Filler,three,Transitive_implausible,
The brewer haunted the heiress but the spiritual peeved the yodeler because the sandbag punched the boxer.,The brewer haunted the heiress.,entailment,third,Filler,three,Transitive_implausible,
The gambler forgived the patrolman but the pawnbroker eyed the zealot after the magazine read the boy.,The gambler forgived the patrolman.,entailment,third,Filler,three,Transitive_implausible,
The interviewer presented the envoy when the censor assuaged the porter and the wood sawed the carpenter.,The interviewer presented the envoy.,entailment,third,Filler,three,Transitive_implausible,
The socialite framed the manservant when the delinquent undermined the henchman but the life saved the firefighter.,The socialit framed the manservant.,entailment,third,Filler,three,Transitive_implausible,
The diva inspired the hairstylist when the finn defended the co-worker because the window shattered the vandal.,The diva inspired the hairstylist.,entailment,third,Filler,three,Transitive_implausible,
The racketeer contradicted the milkman when the provost fascinated the paymaster after the sail slashed the pirate.,The racketeer contradicted the milkman.,entailment,third,Filler,three,Transitive_implausible,
The deputy alienated the figure-skater because the adulterer undermined the neurologist and the bread sliced the chef.,The deputi alienated the figure-skater.,entailment,third,Filler,three,Transitive_implausible,
The chief related the treasurer because the provost tailgated the heiress but the toy smashed the child.,The chief related the treasurer.,entailment,third,Filler,three,Transitive_implausible,
The sponsor harassed the oracle because the porter presented the arbitrator when the ball squashed the squash player.,The sponsor harassed the oracle.,entailment,third,Filler,three,Transitive_implausible,
The roadworker confronted the fieldworker because the warrior mocked the carrier after the idea suggested the boxer.,The roadworker confronted the fieldworker.,entailment,third,Filler,three,Transitive_implausible,
The watchmaker hosted the obstetrician after the branch repulsed the taxpayer and the class skipped the student.,The watchmaker hosted the obstetrician.,entailment,third,Filler,three,Transitive_implausible,
The meatpacker deprecated the archivist after the parishioner strangled the cabbie but the canvas touched the artist.,The meatpacker deprecated the archivist.,entailment,third,Filler,three,Transitive_implausible,
The hunter assuaged the hero after the know-it-all cited the rogue because the knife used the chef.,The hunter assuaged the hero.,entailment,third,Filler,three,Transitive_implausible,
The broker accused the violist after the rival teased the collaborator when the water wasted the person.,The broker accused the violist.,entailment,third,Filler,three,Transitive_implausible,
The bookshelf assembled the carpenter and the upholsterer misinformed the milkman but the suspect antagonized the publisher.,The upholsterer misinformed the milkman.,entailment,first,Filler,three,Transitive_implausible,
The mat bent the instructor and the commoner noticed the wholesaler when the contender aggravated the grouch.,The commoner noticed the wholesaler.,entailment,first,Filler,three,Transitive_implausible,
The chocolate bit the child and the branch ruined the watchmaker because the censor paged the canadian.,The branch ruined the watchmaker.,entailment,first,Filler,three,Transitive_implausible,
The cocktail blended the bartender and the toolmaker tickled the football after the shopper eyed the trumpeter.,The toolmaker tickled the football.,entailment,first,Filler,three,Transitive_implausible,
The statue carved the girl but the respondent ignored the embalmer and the know-it-all filmed the geographer.,The respondent ignored the embalmer.,entailment,first,Filler,three,Transitive_implausible,
The onions chopped the chef but the trooper welcomed the champion when the logician misleaded the commander.,The trooper welcomed the champion.,entailment,first,Filler,three,Transitive_implausible,
The windows cleaned the cleaner but the choreographer flustered the goalie because the hypochondriac observed the contender.,The choreographer flustered the goalie.,entailment,first,Filler,three,Transitive_implausible,
The coins collected the collector but the pianist maddened the general after the rabbi ruined the jogger.,The pianist maddened the general.,entailment,first,Filler,three,Transitive_implausible,
The fabric cut the tailor when the hotelier commended the sponsor and the botanist shamed the conservator.,The hotelier commended the sponsor.,entailment,first,Filler,three,Transitive_implausible,
The monument described the guide when the psychic naged the roadworker but the veterinarian remembered the shoemaker.,The psychic naged the roadworker.,entailment,first,Filler,three,Transitive_implausible,
The facility destroyed the crew when the botanist ruined the sharecropper because the barrister acknowledged the milkman.,The botanist ruined the sharecropper.,entailment,first,Filler,three,Transitive_implausible,
The logo designed the designer when the lyricist vexed the typist after the watchman watched the invader.,The lyricist vexed the typist.,entailment,first,Filler,three,Transitive_implausible,
The button pushed the student because the illustrator plagiarized the rustler and the diva esteemed the townspeople.,The illustrator plagiarized the rustler.,entailment,first,Filler,three,Transitive_implausible,
The landscape drew the artist because the immigrant nudged the hypochondriac but the quarterback related the pawnbroker.,The immigrant nudged the hypochondriac.,entailment,first,Filler,three,Transitive_implausible,
The lines memorized the lines because the trickster investigated the jock when the leper isolated the porter.,The trickster investigated the jock.,entailment,first,Filler,three,Transitive_implausible,
The plate flattened the ironworker because the gastroenterologist mocked the senior after the dwarf nudged the tenor.,The gastroenterologist mocked the senior.,entailment,first,Filler,three,Transitive_implausible,
The crane folded the artist after the italian ruined the commander and the yardman buged the trustee.,The italian ruined the commander.,entailment,first,Filler,three,Transitive_implausible,
The metal hammered the blacksmith after the stranger mollified the oncologist but the refugee cited the wench.,The stranger mollified the oncologist.,entailment,first,Filler,three,Transitive_implausible,
The computer hacked the kid after the entertainer infuriated the finn because the optometrist blamed the weatherman.,The entertainer infuriated the finn.,entailment,first,Filler,three,Transitive_implausible,
The bag hit the lady after the spy yelled the paymaster when the suspect sighted the spaniard.,The spi yelled the paymaster.,entailment,first,Filler,three,Transitive_implausible,
The hairstylist goaded the dairyman and the wall kicked the guy but the weightlifter awaited the shoemaker.,The hairstylist goaded the dairyman.,entailment,second,Filler,three,Transitive_implausible,
The higher-ups spooked the geologist and the door knocked the student when the mutineer sickened the italian.,The higher-ups spooked the geologist.,entailment,second,Filler,three,Transitive_implausible,
The welder blamed the doomsayer and the cake made the baker because the entertainer misquoted the chiseler.,The welder blamed the doomsayer.,entailment,second,Filler,three,Transitive_implausible,
The aristocrat blamed the commissioner and the metal pounded the worker after the quarterback outraged the merchant.,The aristocrat blamed the commissioner.,entailment,second,Filler,three,Transitive_implausible,
The flutist heared the wrestler but the smartphones produced the factory and the stranger soothed the shoemaker.,The flutist heared the wrestler.,entailment,second,Filler,three,Transitive_implausible,
The petitioner noticed the stableman but the building protected the soldiers when the warrior visited the draftsman.,The petitioner noticed the stableman.,entailment,second,Filler,three,Transitive_implausible,
The australian baffled the dean but the locker punched the boxer because the skier repulsed the entertainer.,The australian baffled the dean.,entailment,second,Filler,three,Transitive_implausible,
The bear wounded the anesthesiologist but the novel read the student after the pollster interviewed the violinist.,The bear wounded the anesthesiologist.,entailment,second,Filler,three,Transitive_implausible,
The train nudged the leper when the timber sawed the carpenter and the webmaster neglected the zealot.,The train nudged the leper.,entailment,second,Filler,three,Transitive_implausible,
The trespasser misquoted the respondent when the money saved the firefighter but the bassist contradicted the lyricist.,The trespasser misquoted the respondent.,entailment,second,Filler,three,Transitive_implausible,
The paleontologist entertained the flora when the window shattered the vandals because the plumber aggravated the invalid.,The paleontologist entertained the flora.,entailment,second,Filler,three,Transitive_implausible,
The midfielder distracted the grandfather when the sail slashed the pirate after the pediatrician healed the bricklayer.,The midfielder distracted the grandfather.,entailment,second,Filler,three,Transitive_implausible,
The custodian provoked the doorman because the tomato sliced the chef and the entertainer shamed the newscaster.,The custodian provoked the doorman.,entailment,second,Filler,three,Transitive_implausible,
