ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
9912,The plaintiff derided the dissident when the intruder related the benefactor after the cleaner cleaned the parents for the house.,Did the plaintiff deride the dissident?,Yes,third,Filler,three,BenefactiveFor_implausible
9913,The character choked the general because the deacon ruined the missionary and the researcher compiled the team for the report.,Did the character choke the general?,Yes,third,Filler,three,BenefactiveFor_implausible
9914,The murderer followed the skier because the camper deprecated the pitcher but the chef cooked the family for the meal.,Did the murderer follow the skier?,Yes,third,Filler,three,BenefactiveFor_implausible
9915,The mover quized the doorman because the peddler lauded the jeweler when the team cut the kids for the fruit.,Did the mover quiz the doorman?,Yes,third,Filler,three,BenefactiveFor_implausible
9916,The chemist lashed the pacifist because the dramatist victimized the missionary after the mechanic fixed the neighbor for the car.,Did the chemist lash the pacifist?,Yes,third,Filler,three,BenefactiveFor_implausible
9917,The officer scorned the usurper after the chief dazzled the fool and the man found the sister for the book.,Did the officer scorn the usurper?,Yes,third,Filler,three,BenefactiveFor_implausible
9918,The pawnbroker signaled the bodyguard after the pianist pursued the academic but the girl got the cat for the toy.,Did the pawnbroker signal the bodyguard?,Yes,third,Filler,three,BenefactiveFor_implausible
9919,The trickster tickled the survivor after the shortstop undermined the infantryman because the collector kept the nephew for the coin.,Did the trickster tickle the survivor?,Yes,third,Filler,three,BenefactiveFor_implausible
9920,The courier targeted the girlfriend after the grouch antagonized the pitcher when the decorator set the clients for the table.,Did the courier target the girlfriend?,Yes,third,Filler,three,BenefactiveFor_implausible
9921,The artist admired the masterpiece and the umpire seduced the neurologist but the electrician represented the deacon.,Did the umpire seduce the neurologist?,Yes,first,Filler,three,ExperienerSubject_plausible
9922,The child adored the toy and the archivist pated the survivor when the accuser visited the treasurer.,Did the archivist pat the survivor?,Yes,first,Filler,three,ExperienerSubject_plausible
9923,The connoisseur appreciated the wine and the girlfriend astounded the monk because the veterinarian targeted the mayor.,Did the girlfriend astound the monk?,Yes,first,Filler,three,ExperienerSubject_plausible
9924,The collector coveted the artifact and the upholsterer addressed the dealer after the watchman suspected the commentator.,Did the upholsterer address the dealer?,Yes,first,Filler,three,ExperienerSubject_plausible
9925,The baker craved the dough but the revolutionary commended the courier and the steelworker infuriated the pawnbroker.,Did the revolutionary commend the courier?,Yes,first,Filler,three,ExperienerSubject_plausible
9926,The family cherished the clock but the helper insulted the analyst when the hypochondriac infected the innovator.,Did the helper insult the analyst?,Yes,first,Filler,three,ExperienerSubject_plausible
9927,The traveler enjoyed the scenery but the prince naged the mover because the insider peeved the milkman.,Did the prince nag the mover?,Yes,first,Filler,three,ExperienerSubject_plausible
9928,The critic exalted the symphony but the reformer replaced the camper after the art remembered the minister.,Did the reformer replace the camper?,Yes,first,Filler,three,ExperienerSubject_plausible
9929,The enthusiast desired the gadget when the surgeon aggravated the dictator and the loyalist stuned the warrior.,Did the surgeon aggravate the dictator?,Yes,first,Filler,three,ExperienerSubject_plausible
9930,The designer favored the style when the professor choked the commoner but the supplier consulted the percussionist.,Did the professor choke the commoner?,Yes,first,Filler,three,ExperienerSubject_plausible
9931,The musician liked the guitar when the flora related the miller because the provost seduced the goalkeeper.,Did the flora relate the miller?,Yes,first,Filler,three,ExperienerSubject_plausible
9932,The couple loved the fireplace when the meatpacker honored the petitioner after the goalkeeper noted the scout.,Did the meatpacker honor the petitioner?,Yes,first,Filler,three,ExperienerSubject_plausible
9933,The traveler missed the view because the manservant pinched the soundman and the brewer spoted the messenger.,Did the manservant pinch the soundman?,Yes,first,Filler,three,ExperienerSubject_plausible
9934,The chef needed the tool because the acrobat perplexed the shepherd but the peddler approved the cheerleader.,Did the acrobat perplex the shepherd?,Yes,first,Filler,three,ExperienerSubject_plausible
9935,The foodie relished the curry because the consultant spoted the peace-lover when the gambler singed the drummer.,Did the consultant spot the peace-lover?,Yes,first,Filler,three,ExperienerSubject_plausible
9936,The gourmet savored the wine because the jock recognized the foreigner after the patron reimbursed the oncologist.,Did the jock recognize the foreigner?,Yes,first,Filler,three,ExperienerSubject_plausible
9937,The teacher tolerated the classroom after the runner rated the perpetrator and the illustrator hurted the merchant.,Did the runner rat the perpetrator?,Yes,first,Filler,three,ExperienerSubject_plausible
9938,The family treasured the photograph after the socialist reimbursed the solicitor but the deacon filmed the sharecropper.,Did the socialist reimburse the solicitor?,Yes,first,Filler,three,ExperienerSubject_plausible
9939,The investor trusted the data after the realtor ruined the opportunist because the millionnaire stared the exporter.,Did the realtor ruin the opportunist?,Yes,first,Filler,three,ExperienerSubject_plausible
9940,The collector valued the coin after the landscaper defended the treasurer when the novelist stuned the parent.,Did the landscaper defend the treasurer?,Yes,first,Filler,three,ExperienerSubject_plausible
9941,The psychopath hounded the waitress and the archaeologist venerated the  artifact but the swindler quized the bullfighter.,Did the psychopath hound the waitress?,Yes,second,Filler,three,ExperienerSubject_plausible
9942,The atheist chastised the warrior and the collector wanted the painting when the mode humiliated the teenager.,Did the atheist chastise the warrior?,Yes,second,Filler,three,ExperienerSubject_plausible
9943,The dermatologist accosted the despot and the devotee worshiped the site because the sinner begrudged the trooper.,Did the dermatologist accost the despot?,Yes,second,Filler,three,ExperienerSubject_plausible
9944,The pathologist smacked the understudy and the environmentalist abhorred the river after the pole accused the bishop.,Did the pathologist smack the understudy?,Yes,second,Filler,three,ExperienerSubject_plausible
9945,The juggler buged the saleslady but the activist deplored the land and the administrator exposed the steward.,Did the juggler bug the saleslady?,Yes,second,Filler,three,ExperienerSubject_plausible
9946,The dean derided the ceo but the chef despised the food when the spokeswoman fighted the proctor.,Did the dean deride the CEO?,Yes,second,Filler,three,ExperienerSubject_plausible
9947,The anesthesiologist backed the watchmaker but the fashionista disdained the trend because the know-it-all yelled the passenger.,Did the anesthesiologist back the watchmaker?,Yes,second,Filler,three,ExperienerSubject_plausible
9948,The collaborator reimbursed the chiseler but the critic disliked the composition after the stenographer maddened the equestrian.,Did the collaborator reimburse the chiseler?,Yes,second,Filler,three,ExperienerSubject_plausible
9949,The saxophonist evaluated the sportscaster when the scientist distrusted the method and the welder affronted the messenger.,Did the saxophonist evaluate the sportscaster?,Yes,second,Filler,three,ExperienerSubject_plausible
9950,The immigrant encountered the rustler when the explorer dreaded the terrain but the upholsterer defeated the prosecutor.,Did the immigrant encounter the rustler?,Yes,second,Filler,three,ExperienerSubject_plausible
9951,The medic approved the lecturer when the musician envied the instrument because the steward rejected the englishman.,Did the medic approve the lecturer?,Yes,second,Filler,three,ExperienerSubject_plausible
9952,The suspect judged the warrior when the preacher execrated the situation after the heiress noted the draftsman.,Did the suspect judge the warrior?,Yes,second,Filler,three,ExperienerSubject_plausible
9953,The despot pinched the teller because the child feared the storm and the skater interviewed the juror.,Did the despot pinch the teller?,Yes,second,Filler,three,ExperienerSubject_plausible
9954,The cheerleader stuned the husband because the critic hated the article but the propagandist faced the yardman.,Did the cheerleader stun the husband?,Yes,second,Filler,three,ExperienerSubject_plausible
9955,The excavator ridiculed the aristocrat because the community lamented the decision when the character saluted the performer.,Did the excavator ridicule the aristocrat?,Yes,second,Filler,three,ExperienerSubject_plausible
9956,The cobbler exhausted the botanist because the chef loathed the recipe after the yodeler relieved the hero.,Did the cobbler exhaust the botanist?,Yes,second,Filler,three,ExperienerSubject_plausible
9957,The warrior maddened the watchmaker after the town mourned the event and the archivist beged the hoodlum.,Did the warrior madden the watchmaker?,Yes,second,Filler,three,ExperienerSubject_plausible
9958,The juror notified the executive after the philanthropist pitied the condition but the clown diagnosed the stonecutter.,Did the juror notify the executive?,Yes,second,Filler,three,ExperienerSubject_plausible
9959,The pediatrician represented the hero after the speaker regretted the incident because the goalkeeper eyed the russian.,Did the pediatrician represent the hero?,Yes,second,Filler,three,ExperienerSubject_plausible
9960,The informer fascinated the storyteller after the employee resented the task when the forester befriended the mutineer.,Did the informer fascinate the storyteller?,Yes,second,Filler,three,ExperienerSubject_plausible
9961,The intermediary misquoted the warrior and the ringleader choked the violinist but the student admired the sculpture.,Did the intermediary misquote the warrior?,Yes,third,Filler,three,ExperienerSubject_plausible
9962,The cabinetmaker derided the know-it-all and the pole placated the lunatic when the kid adored the doll.,Did the cabinetmaker deride the know-it-all?,Yes,third,Filler,three,ExperienerSubject_plausible
9963,The spokesman deprecated the accuser and the greek dazzled the intruder because the musician appreciated the instrument.,Did the spokesman deprecate the accuser?,Yes,third,Filler,three,ExperienerSubject_plausible
9964,The yodeler pated the litigator and the understudy enraged the ranger after the student coveted the painting.,Did the yodeler pat the litigator?,Yes,third,Filler,three,ExperienerSubject_plausible
9965,The scoundrel cheated the pediatrician but the jeweler fighted the cheerleader and the chef craved the flavor.,Did the scoundrel cheat the pediatrician?,Yes,third,Filler,three,ExperienerSubject_plausible
9966,The spaniard saluted the hero but the medic exhausted the illustrator when the grandmother cherished the photograph.,Did the Spaniard salute the hero?,Yes,third,Filler,three,ExperienerSubject_plausible
9967,The professor recognized the scoundrel but the parishioner mortified the censor because the reader enjoyed the book.,Did the professor recognize the scoundrel?,Yes,third,Filler,three,ExperienerSubject_plausible
9968,The pacifist snubed the skier but the shopper invited the perpetrator after the preacher exalted the scripture.,Did the pacifist snub the skier?,Yes,third,Filler,three,ExperienerSubject_plausible
9969,The brewer troubled the swindler when the warlord respected the aristocrat and the traveler desired the journey.,Did the brewer trouble the swindler?,Yes,third,Filler,three,ExperienerSubject_plausible
9970,The respondent maddened the cobbler when the forester suspected the rogue but the teacher favored the lesson.,Did the respondent madden the cobbler?,Yes,third,Filler,three,ExperienerSubject_plausible
9971,The spiritual exhausted the trumpeter when the yardman beged the typesetter because the gardener liked the landscape.,Did the spiritual exhaust the trumpeter?,Yes,third,Filler,three,ExperienerSubject_plausible
9972,The fugitive mortified the monk when the organist esteemed the mode after the astronomer loved the telescope.,Did the fugitive mortify the monk?,Yes,third,Filler,three,ExperienerSubject_plausible
9973,The culprit belittled the camper because the american rushed the niece and the sailor missed the sea.,Did the culprit belittle the camper?,Yes,third,Filler,three,ExperienerSubject_plausible
9974,The culprit befuddled the wife because the grocer faced the milkman but the farmer needed the rain.,Did the culprit befuddle the wife?,Yes,third,Filler,three,ExperienerSubject_plausible
9975,The agnostic suspected the patent because the dermatologist diagnosed the bear when the actor relished the applause.,Did the agnostic suspect the patent?,Yes,third,Filler,three,ExperienerSubject_plausible
9976,The telemarketer applauded the citizen because the co-worker noticed the henchman after the connoisseur savored the coffee.,Did the telemarketer applaud the citizen?,Yes,third,Filler,three,ExperienerSubject_plausible
9977,The sinner undermined the matador after the realtor fighted the storekeeper and the nurse tolerated the noise.,Did the sinner undermine the matador?,Yes,third,Filler,three,ExperienerSubject_plausible
9978,The tenor inspired the bullfighter after the crusader excused the know-it-all but the historian treasured the artifact.,Did the tenor inspire the bullfighter?,Yes,third,Filler,three,ExperienerSubject_plausible
9979,The exporter nudged the procrastinator after the umpire quized the dog because the scientist trusted the information.,Did the exporter nudge the procrastinator?,Yes,third,Filler,three,ExperienerSubject_plausible
9980,The suspect observed the churchgoer after the webmaster evaluated the husband when the philosopher valued the debate.,Did the suspect observe the churchgoer?,Yes,third,Filler,three,ExperienerSubject_plausible
9981,The pilgrim venerated the shrine and the diva observed the agnostic but the doorman snubed the commoner.,Did the diva observe the agnostic?,Yes,first,Filler,three,ExperienerSubject_plausible
9982,The explorer wanted the adventure and the renegade maddened the psychiatrist when the collaborator introduced the caregiver.,Did the renegade madden the psychiatrist?,Yes,first,Filler,three,ExperienerSubject_plausible
9983,The believer worshiped the icon and the niece awaited the jester because the canadian targeted the sorcerer.,Did the niece await the jester?,Yes,first,Filler,three,ExperienerSubject_plausible
9984,The activist abhorred the injustice and the reverent awed the fugitive after the restaurateur asked the caterer.,Did the reverent awe the fugitive?,Yes,first,Filler,three,ExperienerSubject_plausible
9985,The journalist deplored the censorship but the informer wounded the cardinal and the fool excused the investment.,Did the informer wound the cardinal?,Yes,first,Filler,three,ExperienerSubject_plausible
9986,The environmentalist despised the pollution but the sponsor pated the sportscaster when the countess saluted the shoemaker.,Did the sponsor pat the sportscaster?,Yes,first,Filler,three,ExperienerSubject_plausible
9987,The critic disdained the film but the excavator mocked the postdoc because the pawnbroker paged the weightlifter.,Did the excavator mock the postdoc?,Yes,first,Filler,three,ExperienerSubject_plausible
9988,The tourist disliked the site but the interpreter swindled the showman after the ophthalmologist harassed the scavenger.,Did the interpreter swindle the showman?,Yes,first,Filler,three,ExperienerSubject_plausible
9989,The investor distrusted the promise when the parishioner judged the asylum and the cowboy buged the maniac.,Did the parishioner judge the asylum?,Yes,first,Filler,three,ExperienerSubject_plausible
9990,The student dreaded the exam when the swindler betraied the auctioneer but the gnome cited the ceo.,Did the swindler betray the auctioneer?,Yes,first,Filler,three,ExperienerSubject_plausible
9991,The competitor envied the trophy when the grocer accused the culprit because the spiritual sickened the jeweler.,Did the grocer accuse the culprit?,Yes,first,Filler,three,ExperienerSubject_plausible
9992,The judge execrated the crime when the poacher exasperated the hunter after the underwriter bullied the stableman.,Did the poacher exasperate the hunter?,Yes,first,Filler,three,ExperienerSubject_plausible
9993,The boy feared the dark because the pollster betraied the plumber and the consultant respected the hoodlum.,Did the pollster betray the plumber?,Yes,first,Filler,three,ExperienerSubject_plausible
9994,The activist hated the pollution because the felon diagnosed the butler but the panhandler extoled the actuary.,Did the felon diagnose the butler?,Yes,first,Filler,three,ExperienerSubject_plausible
9995,The poet lamented the loss because the homeless understanded the steelworker when the shortstop troubled the interpreter.,Did the homeless understand the steelworker?,Yes,first,Filler,three,ExperienerSubject_plausible
9996,The chef loathed the waste because the stranger plagiarized the cardinal after the saxophonist singed the commissioner.,Did the stranger plagiarize the cardinal?,Yes,first,Filler,three,ExperienerSubject_plausible
9997,The community mourned the disaster after the propagandist raved the understudy and the cowboy lashed the wrestler.,Did the propagandist rave the understudy?,Yes,first,Filler,three,ExperienerSubject_plausible
9998,The doctor pitied the disease after the renegade mortified the leper but the storyteller baffled the lunatic.,Did the renegade mortify the leper?,Yes,first,Filler,three,ExperienerSubject_plausible
9999,The author regretted the error after the pollster ridiculed the jester because the figure-skater wounded the dissident.,Did the pollster ridicule the jester?,Yes,first,Filler,three,ExperienerSubject_plausible
10000,The employee resented the workload after the defense contradicted the trendsetter when the lunatic yelled the grocer.,Did the defense contradict the trendsetter?,Yes,first,Filler,three,ExperienerSubject_plausible
10001,The protestor diagnosed the striker and the masterpiece admired the artist but the suspect defeated the pawnbroker.,Did the protestor diagnose the striker?,Yes,second,Filler,three,ExperienerSubject_implausible
10002,The chiseler mocked the novelist and the toy adored the child when the protagonist teased the athlete.,Did the chiseler mock the novelist?,Yes,second,Filler,three,ExperienerSubject_implausible
10003,The rancher befuddled the proctor and the wine appreciated the connoisseur because the columnist ruined the donor.,Did the rancher befuddle the proctor?,Yes,second,Filler,three,ExperienerSubject_implausible
10004,The yachtsman reimbursed the analyst and the artifact coveted the collector after the petitioner heared the poacher.,Did the yachtsman reimburse the analyst?,Yes,second,Filler,three,ExperienerSubject_implausible
10005,The academic maddened the englishman but the dough craved the baker and the diva reimbursed the petitioner.,Did the academic madden the Englishman?,Yes,second,Filler,three,ExperienerSubject_implausible
10006,The trespasser ridiculed the programmer but the clock cherished the family when the photographer singed the zealot.,Did the trespasser ridicule the programmer?,Yes,second,Filler,three,ExperienerSubject_implausible
10007,The finn beged the plumber but the scenery enjoyed the traveler because the propagandist begrudged the cinematographer.,Did the Finn beg the plumber?,Yes,second,Filler,three,ExperienerSubject_implausible
10008,The spy pated the shortstop but the symphony exalted the critic after the lithographer mentioned the mapmaker.,Did the spy pat the shortstop?,Yes,second,Filler,three,ExperienerSubject_implausible
10009,The heretic placated the donor when the gadget desired the enthusiast and the strategist squeezed the forester.,Did the heretic placate the donor?,Yes,second,Filler,three,ExperienerSubject_implausible
10010,The chemist complimented the conservator when the style favored the designer but the bride outraged the professor.,Did the chemist compliment the conservator?,Yes,second,Filler,three,ExperienerSubject_implausible
10011,The doomsayer faced the administrator when the guitar liked the musician because the interpreter smacked the helper.,Did the doomsayer face the administrator?,Yes,second,Filler,three,ExperienerSubject_implausible
10012,The traditionalist ignored the sommelier when the fireplace loved the couple after the parachutist rushed the patent.,Did the traditionalist ignore the sommelier?,Yes,second,Filler,three,ExperienerSubject_implausible
10013,The saxophonist dazzled the stableman because the view missed the traveler and the statistician spoted the clarinetist.,Did the saxophonist dazzle the stableman?,Yes,second,Filler,three,ExperienerSubject_implausible
10014,The dealer introduced the clarinetist because the tool needed the chef but the workaholic fancied the opportunist.,Did the dealer introduce the clarinetist?,Yes,second,Filler,three,ExperienerSubject_implausible
10015,The accuser lashed the cartographer because the curry relished the foodie when the victim framed the athlete.,Did the accuser lash the cartographer?,Yes,second,Filler,three,ExperienerSubject_implausible
10016,The chemist approved the peace-lover because the wine savored the gourmet after the pianist troubled the character.,Did the chemist approve the peace-lover?,Yes,second,Filler,three,ExperienerSubject_implausible
10017,The felon harassed the patron after the classroom tolerated the teacher and the spy offended the doomsayer.,Did the felon harass the patron?,Yes,second,Filler,three,ExperienerSubject_implausible
10018,The mode infected the archivist after the photograph treasured the family but the fortune-teller respected the custodian.,Did the mode infect the archivist?,Yes,second,Filler,three,ExperienerSubject_implausible
10019,The adjuster seduced the emperor after the data trusted the investor because the screenwriter accused the user.,Did the adjuster seduce the emperor?,Yes,second,Filler,three,ExperienerSubject_implausible
10020,The teller framed the brewer after the coin valued the collector when the soprano extoled the murderer.,Did the teller frame the brewer?,Yes,second,Filler,three,ExperienerSubject_implausible
10021,The oracle reassured the obstetrician and the pastor mystified the husband but the artifact venerated the archaeologist.,Did the oracle reassure the obstetrician?,Yes,third,Filler,three,ExperienerSubject_implausible
10022,The academic scorned the professor and the refugee aggravated the chief when the painting wanted the collector.,Did the academic scorn the professor?,Yes,third,Filler,three,ExperienerSubject_implausible
10023,The statistician inspired the tramp and the typist raved the concierge because the site worshiped the devotee.,Did the statistician inspire the tramp?,Yes,third,Filler,three,ExperienerSubject_implausible
10024,The sportscaster overcharged the dissident and the strategist avoided the maverick after the river abhorred the environmentalist.,Did the sportscaster overcharge the dissident?,Yes,third,Filler,three,ExperienerSubject_implausible
10025,The despot hounded the fool but the figure-skater jinxed the optimist and the land deplored the activist.,Did the despot hound the fool?,Yes,third,Filler,three,ExperienerSubject_implausible
10026,The equestrian defended the geophysicist but the stenographer honored the logician when the food despised the chef.,Did the equestrian defend the geophysicist?,Yes,third,Filler,three,ExperienerSubject_implausible
10027,The planner mentioned the athlete but the runner bullied the newscaster because the trend disdained the fashionista.,Did the planner mention the athlete?,Yes,third,Filler,three,ExperienerSubject_implausible
10028,The commissioner compensated the cowboy but the geophysicist paged the appraiser after the composition disliked the critic.,Did the commissioner compensate the cowboy?,Yes,third,Filler,three,ExperienerSubject_implausible
10029,The runner baffled the pathologist when the contender astounded the publisher and the method distrusted the scientist.,Did the runner baffle the pathologist?,Yes,third,Filler,three,ExperienerSubject_implausible
10030,The taxpayer beged the shepherd when the blonde poked the officer but the terrain dreaded the explorer.,Did the taxpayer beg the shepherd?,Yes,third,Filler,three,ExperienerSubject_implausible
10031,The american complimented the scout when the auditor pursued the blonde because the instrument envied the musician.,Did the American compliment the scout?,Yes,third,Filler,three,ExperienerSubject_implausible
10032,The grandfather approved the instrumentalist when the soothsayer introduced the opportunist after the situation execrated the preacher.,Did the grandfather approve the instrumentalist?,Yes,third,Filler,three,ExperienerSubject_implausible
10033,The busdriver antagonized the cat because the rogue acknowledged the cobbler and the storm feared the child.,Did the busdriver antagonize the cat?,Yes,third,Filler,three,ExperienerSubject_implausible
10034,The conservator misinformed the optimist because the rancher shoved the fanatic but the article hated the critic.,Did the conservator misinform the optimist?,Yes,third,Filler,three,ExperienerSubject_implausible
10035,The sinner victimized the gallery because the analyst asked the citizen when the decision lamented the community.,Did the sinner victimize the gallery?,Yes,third,Filler,three,ExperienerSubject_implausible
10036,The steward belittled the lecturer because the champion seduced the electrician after the recipe loathed the chef.,Did the steward belittle the lecturer?,Yes,third,Filler,three,ExperienerSubject_implausible
10037,The bride photographed the chaplain after the communist awakened the greek and the event mourned the town.,Did the bride photograph the chaplain?,Yes,third,Filler,three,ExperienerSubject_implausible
10038,The biologist haunted the pitcher after the prima_donna deprecated the pacifist but the condition pitied the philanthropist.,Did the biologist haunt the pitcher?,Yes,third,Filler,three,ExperienerSubject_implausible
10039,The milkman deceived the sportscaster after the weaver targeted the groom because the incident regretted the speaker.,Did the milkman deceive the sportscaster?,Yes,third,Filler,three,ExperienerSubject_implausible
10040,The foreman delighted the suspect after the panhandler harassed the spy when the task resented the employee.,Did the foreman delight the suspect?,Yes,third,Filler,three,ExperienerSubject_implausible
10041,The sculpture admired the student and the meteorologist eyed the embalmer but the steelworker begrudged the watchmaker.,Did the meteorologist eye the embalmer?,Yes,first,Filler,three,ExperienerSubject_implausible
10042,The doll adored the kid and the porter fascinated the soundman when the groom beated the strategist.,Did the porter fascinate the soundman?,Yes,first,Filler,three,ExperienerSubject_implausible
10043,The instrument appreciated the musician and the stableman exasperated the milkman because the censor infuriated the general.,Did the stableman exasperate the milkman?,Yes,first,Filler,three,ExperienerSubject_implausible
10044,The painting coveted the student and the housemaid flattered the dictator after the plumber befriended the user.,Did the housemaid flatter the dictator?,Yes,first,Filler,three,ExperienerSubject_implausible
10045,The flavor craved the chef but the flutist ignored the dealer and the runner aggravated the ranger.,Did the flutist ignore the dealer?,Yes,first,Filler,three,ExperienerSubject_implausible
10046,The photograph cherished the grandmother but the invalid mollified the solicitor when the invader screamed the trespasser.,Did the invalid mollify the solicitor?,Yes,first,Filler,three,ExperienerSubject_implausible
10047,The book enjoyed the reader but the pawnbroker swindled the janitor because the newswoman soothed the commentator.,Did the pawnbroker swindle the janitor?,Yes,first,Filler,three,ExperienerSubject_implausible
10048,The scripture exalted the preacher but the waitress wounded the wrestler after the heiress framed the user.,Did the waitress wound the wrestler?,Yes,first,Filler,three,ExperienerSubject_implausible
10049,The journey desired the traveler when the welder identified the accuser and the cardinal signaled the exporter.,Did the welder identify the accuser?,Yes,first,Filler,three,ExperienerSubject_implausible
10050,The lesson favored the teacher when the grocer notified the veterinarian but the socialite shamed the protagonist.,Did the grocer notify the veterinarian?,Yes,first,Filler,three,ExperienerSubject_implausible
10051,The landscape liked the gardener when the cabinetmaker overcharged the warlord because the swindler spooked the supplier.,Did the cabinetmaker overcharge the warlord?,Yes,first,Filler,three,ExperienerSubject_implausible
10052,The telescope loved the astronomer when the typist related the provost after the higher-ups nudged the restaurateur.,Did the typist relate the provost?,Yes,first,Filler,three,ExperienerSubject_implausible
10053,The sea missed the sailor because the invader belittled the sherpa and the locksmith signaled the butler.,Did the invader belittle the Sherpa?,Yes,first,Filler,three,ExperienerSubject_implausible
10054,The rain needed the farmer because the barrister infuriated the polygamist but the swindler placated the renegade.,Did the barrister infuriate the polygamist?,Yes,first,Filler,three,ExperienerSubject_implausible
10055,The applause relished the actor because the authorities awakened the protestor when the organist saluted the grandson.,Did the authorities awaken the protestor?,Yes,first,Filler,three,ExperienerSubject_implausible
10056,The coffee savored the connoisseur because the webmaster stuned the encroacher after the spokesman dazzled the spy.,Did the webmaster stun the encroacher?,Yes,first,Filler,three,ExperienerSubject_implausible
10057,The noise tolerated the nurse after the concierge investigated the interpreter and the clown rated the actuary.,Did the concierge investigate the interpreter?,Yes,first,Filler,three,ExperienerSubject_implausible
10058,The artifact treasured the historian after the invalid mentioned the sommelier but the stonecutter nominated the violinist.,Did the invalid mention the sommelier?,Yes,first,Filler,three,ExperienerSubject_implausible
10059,The information trusted the scientist after the impostor belittled the linguist because the newswoman observed the outsider.,Did the impostor belittle the linguist?,Yes,first,Filler,three,ExperienerSubject_implausible
10060,The debate valued the philosopher after the helper observed the higher-ups when the publisher framed the peddler.,Did the helper observe the higher-ups?,Yes,first,Filler,three,ExperienerSubject_implausible
10061,The appraiser deceived the locksmith and the shrine venerated the pilgrim but the storyteller vexed the protestor.,Did the appraiser deceive the locksmith?,Yes,second,Filler,three,ExperienerSubject_implausible
10062,The midfielder identified the homeless and the adventure wanted the explorer when the senior stared the refugee.,Did the midfielder identify the homeless?,Yes,second,Filler,three,ExperienerSubject_implausible
10063,The russian mentioned the academic and the icon worshiped the believer because the cinematographer faced the saxophonist.,Did the Russian mention the academic?,Yes,second,Filler,three,ExperienerSubject_implausible
10064,The idiot fascinated the cheerleader and the injustice abhorred the activist after the toymaker honored the scavenger.,Did the idiot fascinate the cheerleader?,Yes,second,Filler,three,ExperienerSubject_implausible
10065,The landscaper shamed the stranger but the censorship deplored the journalist and the hitter defended the biologist.,Did the landscaper shame the stranger?,Yes,second,Filler,three,ExperienerSubject_implausible
10066,The canadian mollified the user but the pollution despised the environmentalist when the programmer commended the butler.,Did the Canadian mollify the user?,Yes,second,Filler,three,ExperienerSubject_implausible
10067,The benefactor heared the patriot but the film disdained the critic because the gambler affronted the insider.,Did the benefactor hear the patriot?,Yes,second,Filler,three,ExperienerSubject_implausible
10068,The sponsor humiliated the excavator but the site disliked the tourist after the defender affronted the contender.,Did the sponsor humiliate the excavator?,Yes,second,Filler,three,ExperienerSubject_implausible
10069,The supplier rated the dog when the promise distrusted the investor and the watchman screamed the emissary.,Did the supplier rat the dog?,Yes,second,Filler,three,ExperienerSubject_implausible
10070,The racketeer reimbursed the dwarf when the exam dreaded the student but the fool teased the miser.,Did the racketeer reimburse the dwarf?,Yes,second,Filler,three,ExperienerSubject_implausible
10071,The agnostic addressed the courier when the trophy envied the competitor because the waitress scared the millionnaire.,Did the agnostic address the courier?,Yes,second,Filler,three,ExperienerSubject_implausible
10072,The hiker welcomed the mover when the crime execrated the judge after the importer overcharged the sherpa.,Did the hiker welcome the mover?,Yes,second,Filler,three,ExperienerSubject_implausible
10073,The meteorologist raved the proofreader because the dark feared the boy and the wife honored the swindler.,Did the meteorologist rave the proofreader?,Yes,second,Filler,three,ExperienerSubject_implausible
10074,The kleptomaniac misquoted the importer because the pollution hated the activist but the cowboy visited the jeweler.,Did the kleptomaniac misquote the importer?,Yes,second,Filler,three,ExperienerSubject_implausible
10075,The cardinal accused the stuntman because the loss lamented the poet when the dermatologist bemused the emissary.,Did the cardinal accuse the stuntman?,Yes,second,Filler,three,ExperienerSubject_implausible
10076,The meatpacker isolated the invalid because the waste loathed the chef after the lunatic aggravated the pastor.,Did the meatpacker isolate the invalid?,Yes,second,Filler,three,ExperienerSubject_implausible
10077,The academic accused the sharpshooter after the disaster mourned the community and the heiress introduced the tenor.,Did the academic accuse the sharpshooter?,Yes,second,Filler,three,ExperienerSubject_implausible
10078,The peddler rated the proctor after the disease pitied the doctor but the refugee harassed the agnostic.,Did the peddler rat the proctor?,Yes,second,Filler,three,ExperienerSubject_implausible
10079,The patent disparaged the sniper after the error regretted the author because the trendsetter soothed the propagandist.,Did the patent disparage the sniper?,Yes,second,Filler,three,ExperienerSubject_implausible
10080,The wench deprecated the shopper after the workload resented the employee when the botanist startled the sinner.,Did the wench deprecate the shopper?,Yes,second,Filler,three,ExperienerSubject_implausible
10081,The pitcher introduced the proctor and the fanatic nudged the reformer but the decision agonized the committee.,Did the pitcher introduce the proctor?,Yes,third,Filler,three,ExperienerObject_plausible
10082,The matador excused the optometrist and the peddler distressed the cowboy when the trick amazed the audience.,Did the matador excuse the optometrist?,Yes,third,Filler,three,ExperienerObject_plausible
10083,The mode replaced the idiot and the fieldworker followed the chaplain because the cartoon amused the children.,Did the mode replace the idiot?,Yes,third,Filler,three,ExperienerObject_plausible
10084,The poser recognized the communist and the candidate hurted the gourmand after the delay angered the travelers.,Did the poser recognize the communist?,Yes,third,Filler,three,ExperienerObject_plausible
10085,The soothsayer photographed the teller but the jogger startled the mobster and the noise annoyed the librarian.,Did the soothsayer photograph the teller?,Yes,third,Filler,three,ExperienerObject_plausible
