ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
4337,The opportunist targeted the sherpa but the worker left the note to the colleague.,Did the worker leave the colleague to the note?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4338,The orthopedist teased the peddler when the friend loaned the laptop to the guy.,Did the friend loan the guy to the laptop?,No,second,Experimental,two,DativeConstruction,plausible,No
4339,The higher-ups peeved the wrestler because the postman mailed the package to the recipient.,Did the postman mail the recipient to the package?,No,second,Experimental,two,DativeConstruction,plausible,No
4340,The socialist mortified the sponsor after the clark offered the discount to the customer.,Did the clerk offer the customer to the discount?,No,second,Experimental,two,DativeConstruction,plausible,No
4341,The borrower owed the money to the lender and the valet visited the bodyguard.,Did the borrower owe the lender to the money?,No,first,Experimental,two,DativeConstruction,plausible,No
4342,The student passed the assignment to the teacher but the spokeswoman fighted the partner.,Did the student pass the teacher to the assignment?,No,first,Experimental,two,DativeConstruction,plausible,No
4343,The customer paid the bill to the cashier when the miller offended the bidder.,Did the customer pay the cashier to the bill?,No,first,Experimental,two,DativeConstruction,plausible,Yes
4344,The teacher posted the letter to the friend because the realtor appeased the miner.,Did the teacher post the friend to the letter?,No,first,Experimental,two,DativeConstruction,plausible,No
4345,The company promised the refund to the customer after the petitioner stared the trespasser.,Did the company promise the customer to the refund?,No,first,Experimental,two,DativeConstruction,plausible,No
4346,The renegade tailgated the lunatic and the retailer refunded the money to the customer.,Did the retailer refund the customer to the money?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4347,The gastroenterologist observed the sophomore but the employee relayed the message to the manager.,Did the employee relay the manager to the message?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4348,The orthopedist awakened the hunter when the borrower repaid the loan to the lender.,Did the borrower repay the lender to the loan?,No,second,Experimental,two,DativeConstruction,plausible,No
4349,The suspect nudged the stonecutter because the worker sold the car to the customer.,Did the worker sell the customer to the car?,No,second,Experimental,two,DativeConstruction,plausible,No
4350,The capitalist befriended the neurologist after the chef sent the gift to the friend.,Did the chef send the friend to the gift?,No,second,Experimental,two,DativeConstruction,plausible,No
4351,The waiter served the meals to the guys and the traditionalist quized the opportunist.,Did the waiter serve the guys to the meals?,No,first,Experimental,two,DativeConstruction,plausible,No
4352,The lady shipped the package to the recipient but the monk hosted the crusader.,Did the lady ship the recipient to the package?,No,first,Experimental,two,DativeConstruction,plausible,Yes
4353,The guide showed the landmarks to the tourists when the dealer hurted the geographer.,Did the guide show the tourists to the landmarks?,No,first,Experimental,two,DativeConstruction,plausible,No
4354,The man slipped the slip to the receptionist because the meteorologist cursed the chemist.,Did the man slip the receptionist to the slip?,No,first,Experimental,two,DativeConstruction,plausible,No
4355,The smuggler smuggled the goods to the man after the blonde shoved the warrior.,Did the smuggler smuggle the man to the goods?,No,first,Experimental,two,DativeConstruction,plausible,No
4356,The stuntman pated the composer and the boy took the snack to the mother.,Did the boy take the mother to the snack?,No,second,Experimental,two,DativeConstruction,plausible,No
4357,The trendsetter buged the healer but the teacher taught the concept to the students.,Did the teacher teach the students to the concept?,No,second,Experimental,two,DativeConstruction,plausible,No
4358,The physiologist belittled the citizen when the student told the joke to the friend.,Did the student tell the friend to the joke?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4359,The backstabber challenged the surgeon because the man traded the bicycle to the lady.,Did the man trade the lady to the bicycle?,No,second,Experimental,two,DativeConstruction,plausible,No
4360,The heretic betraied the concierge after the man wrote the letter to the author .,Did the man write the author to the letter?,No,second,Experimental,two,DativeConstruction,plausible,No
4361,The manager allocated the budget to the department and the football represented the officer.,Did the manager allocate the department to the budget?,No,first,Experimental,two,DativeConstruction,plausible,No
4362,The teacher assigned the homework to the students but the felon awaited the reverent.,Did the teacher assign the students to the homework?,No,first,Experimental,two,DativeConstruction,plausible,No
4363,The committee awarded the trophy to the champion when the logician identified the landlady.,Did the committee award the champion to the trophy?,No,first,Experimental,two,DativeConstruction,plausible,No
4364,The hostess brought the drinks to the guests because the cartographer defended the miner.,Did the hostess bring the guests to the drinks?,No,first,Experimental,two,DativeConstruction,plausible,No
4365,The secretary emailed the document to the client after the intruder introduced the translator.,Did the secretary email the client to the document?,No,first,Experimental,two,DativeConstruction,plausible,Yes
4366,The solicitor visited the jailor and the company extended the contract to the employee.,Did the company extend the employee to the contract?,No,second,Experimental,two,DativeConstruction,plausible,No
4367,The hypnotist smacked the usurper but the assistant faxed the report to the supervisor.,Did the assistant fax the supervisor to the report?,No,second,Experimental,two,DativeConstruction,plausible,No
4368,The skater advised the paymaster when the mother fed the formula to the baby.,Did the mother feed the baby to the formula?,No,second,Experimental,two,DativeConstruction,plausible,No
4369,The reception seduced the bishop because the assistant forwarded the message to the team.,Did the assistant forward the team to the message?,No,second,Experimental,two,DativeConstruction,plausible,No
4370,The socialist snubed the sniper after the philanthropist gave the donation to the charity.,Did the philanthropist give the charity to the donation?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4371,The foundation granted the scholarship to the student and the executive extoled the mason.,Did the foundation grant the student to the scholarship?,No,first,Experimental,two,DativeConstruction,plausible,No
4372,The vendor handed the brochure to the customer but the loyalist bemused the respondent.,Did the vendor hand the customer to the brochure?,No,first,Experimental,two,DativeConstruction,plausible,No
4373,The workers hauled the equipment to the site when the usher disparaged the embezzler.,Did the workers haul the site to the equipment?,No,first,Experimental,two,DativeConstruction,plausible,No
4374,The government issued the license to the owner because the jogger scared the partner.,Did the government issue the owner to the license?,No,first,Experimental,two,DativeConstruction,plausible,No
4375,The friend lent the book to the reader after the german distracted the suspect.,Did the friend lend the reader to the book?,No,first,Experimental,two,DativeConstruction,plausible,No
4376,The interpreter nominated the saxophonist and the landlord leased the apartment to the tenant.,Did the landlord lease the tenant to the apartment?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4377,The lieutenant pinched the nobleman but the traveler left the tip to the waiter.,Did the traveler leave the waiter to the tip?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4378,The vagrant addressed the adulterer when the bank loaned the money to the borrower.,Did the bank loan the borrower to the money?,No,second,Experimental,two,DativeConstruction,plausible,No
4379,The flutist diagnosed the custodian because the secretary mailed the invitation to the guests.,Did the secretary mail the guests to the invitation?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4380,The nominee invoiced the understudy after the store offered the discount to the customers.,Did the store offer the customers to the discount?,No,second,Experimental,two,DativeConstruction,plausible,No
4381,The debtor owed the debt to the creditor and the blonde pursued the pharmacist.,Did the debtor owe the creditor to the debt?,No,first,Experimental,two,DativeConstruction,plausible,No
4382,The student passed the note to the classmate but the columnist cited the goalie.,Did the student pass the classmate to the note?,No,first,Experimental,two,DativeConstruction,plausible,No
4383,The customer paid the bill to the cashier when the husband fascinated the englishman.,Did the customer pay the cashier to the bill?,No,first,Experimental,two,DativeConstruction,plausible,No
4384,The author posted the manuscript to the publisher because the signatory screamed the waitress.,Did the author post the publisher to the manuscript?,No,first,Experimental,two,DativeConstruction,plausible,No
4385,The manager promised the promotion to the employee after the authorities assuaged the midfielder.,Did the manager promise the employee to the promotion?,No,first,Experimental,two,DativeConstruction,plausible,No
4386,The rogue respected the oracle and the seller refunded the price to the buyer.,Did the seller refund the buyer to the price?,No,second,Experimental,two,DativeConstruction,plausible,No
4387,The parachutist poked the bricklayer but the operator relayed the message to the recipient.,Did the operator relay the recipient to the message?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4388,The gallery entertained the rogue when the debtor repaid the loan to the lender.,Did the debtor repay the lender to the loan?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4389,The psychic approved the climber because the salesperson sold the product to the customer.,Did the salesperson sell the customer to the product?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4390,The traditionalist healed the interpreter after the company sent the package to the recipient.,Did the company send the recipient to the package?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4391,The waiter served the meal to the diners and the lunatic extoled the webmaster.,Did the waiter serve the diners to the meal?,No,first,Experimental,two,DativeConstruction,plausible,No
4392,The retailer shipped the order to the customer but the donor plagiarized the italian.,Did the retailer ship the customer to the order?,No,first,Experimental,two,DativeConstruction,plausible,No
4393,The guide showed the map to the tourists when the trickster insulted the passenger.,Did the guide show the tourists to the map?,No,first,Experimental,two,DativeConstruction,plausible,Yes
4394,The child slipped the note to the girl because the pitcher lauded the bodyguard.,Did the child slip the girl to the note?,No,first,Experimental,two,DativeConstruction,plausible,Yes
4395,The smuggler smuggled the contraband to the guy after the bodyguard intimidated the italian.,Did the smuggler smuggle the guy to the contraband?,No,first,Experimental,two,DativeConstruction,plausible,No
4396,The fortune-teller buged the composer and the student took the pen to the teacher.,Did the student take the teacher to the pen?,No,second,Experimental,two,DativeConstruction,plausible,No
4397,The acrobat humiliated the locksmith but the instructor taught the lesson to the students.,Did the instructor teach the students to the lesson?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4398,The organist pacified the sportscaster when the friend told the joke to the audience.,Did the friend tell the audience to the joke?,No,second,Experimental,two,DativeConstruction,plausible,Yes
4399,The passenger evaluated the grandson because the trader traded the stocks to the investor.,Did the trader trade the investor to the stocks?,No,second,Experimental,two,DativeConstruction,plausible,No
4400,The cat singed the lineman after the author wrote the book to the readers.,Did the author write the readers to the book?,No,second,Experimental,two,DativeConstruction,plausible,No
4401,The manager allocated the employees to the tasks  and the geneticist perplexed the renegade.,Did the manager allocate the tasks to the employees?,No,first,Experimental,two,DativeConstruction,implausible,No
4402,The lady assigned the assistant to the project  but the golfer teased the oncologist.,Did the lady assign the project to the assistant?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4403,The committee awarded the athlete to the trophy  when the flora signaled the grocer.,Did the committee award the trophy to the athlete?,No,first,Experimental,two,DativeConstruction,implausible,No
4404,The boy brought the friend to the souvenir  because the italian pursued the webmaster.,Did the boy bring the souvenir to the friend?,No,first,Experimental,two,DativeConstruction,implausible,No
4405,The colleague emailed the team to the agenda  after the jester judged the auctioneer.,Did the colleague email the agenda to the team?,No,first,Experimental,two,DativeConstruction,implausible,No
4406,The minister lashed the flora and the company extended the client to the extension .,Did the company extend the extension to the client?,No,second,Experimental,two,DativeConstruction,implausible,No
4407,The defense interviewed the maniac but the secretary faxed the supervisor to the document .,Did the secretary fax the document to the supervisor?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4408,The mariner fancied the lyricist when the student fed the ducks to the meal .,Did the student feed the meal to the ducks?,No,second,Experimental,two,DativeConstruction,implausible,No
4409,The patriot overcharged the opponent because the coworker forwarded the client to the email .,Did the coworker forward the email to the client?,No,second,Experimental,two,DativeConstruction,implausible,No
4410,The husband bullied the dealer after the employee gave the sister to the book .,Did the employee give the book to the sister?,No,second,Experimental,two,DativeConstruction,implausible,No
4411,The foundation granted the organization to the funding  and the patriot provoked the conman.,Did the foundation grant the funding to the organization?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4412,The waiter handed the customer to the menu  but the chaplain disparaged the bride.,Did the waiter hand the menu to the customer?,No,first,Experimental,two,DativeConstruction,implausible,No
4413,The teacher hauled the friend to the groceries  when the commoner victimized the waitress.,Did the teacher haul the groceries to the friend?,No,first,Experimental,two,DativeConstruction,implausible,No
4414,The government issued the citizens to the cards  because the shoemaker identified the interviewer.,Did the government issue the cards to the citizens?,No,first,Experimental,two,DativeConstruction,implausible,No
4415,The man lent the neighbor to the ladder  after the carrier recognized the dissident.,Did the man lend the ladder to the neighbor?,No,first,Experimental,two,DativeConstruction,implausible,No
4416,The hypochondriac misinformed the cartographer and the landlord leased the tenant to the apartment .,Did the landlord lease the apartment to the tenant?,No,second,Experimental,two,DativeConstruction,implausible,No
4417,The weaver smacked the planner but the worker left the colleague to the note .,Did the worker leave the note to the colleague?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4418,The liberal insulted the dissident when the friend loaned the guy to the laptop .,Did the friend loan the laptop to the guy?,No,second,Experimental,two,DativeConstruction,implausible,No
4419,The medic poked the russian because the postman mailed the recipient to the package .,Did the postman mail the package to the recipient?,No,second,Experimental,two,DativeConstruction,implausible,No
4420,The co-worker flustered the spiritual after the clark offered the customer to the discount .,Did the clerk offer the discount to the customer?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4421,The borrower owed the lender to the money  and the geographer begrudged the shopper.,Did the borrower owe the money to the lender?,No,first,Experimental,two,DativeConstruction,implausible,No
4422,The student passed the teacher to the assignment  but the gastroenterologist raved the bidder.,Did the student pass the assignment to the teacher?,No,first,Experimental,two,DativeConstruction,implausible,No
4423,The customer paid the cashier to the bill  when the champion interviewed the taxpayer.,Did the customer pay the bill to the cashier?,No,first,Experimental,two,DativeConstruction,implausible,No
4424,The teacher posted the friend to the letter  because the leper related the russian.,Did the teacher post the letter to the friend?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4425,The company promised the customer to the refund  after the backstabber snubed the hairdresser.,Did the company promise the refund to the customer?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4426,The concierge suspected the commissioner and the retailer refunded the customer to the money .,Did the retailer refund the money to the customer?,No,second,Experimental,two,DativeConstruction,implausible,No
4427,The illustrator overcharged the custodian but the employee relayed the manager to the message .,Did the employee relay the message to the manager?,No,second,Experimental,two,DativeConstruction,implausible,No
4428,The parachutist buged the ex-wife when the borrower repaid the lender to the loan .,Did the borrower repay the loan to the lender?,No,second,Experimental,two,DativeConstruction,implausible,No
4429,The poser escorted the liberal because the worker sold the customer to the car .,Did the worker sell the car to the customer?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4430,The miser nominated the warrior after the chef sent the friend to the gift .,Did the chef send the gift to the friend?,No,second,Experimental,two,DativeConstruction,implausible,No
4431,The waiter served the guys to the meals  and the admiral snubed the salesman.,Did the waiter serve the meals to the guys?,No,first,Experimental,two,DativeConstruction,implausible,No
4432,The lady shipped the recipient to the package  but the running mocked the soothsayer.,Did the lady ship the package to the recipient?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4433,The guide showed the tourists to the landmarks  when the jeweler asked the petitioner.,Did the guide show the landmarks to the tourists?,No,first,Experimental,two,DativeConstruction,implausible,No
4434,The man slipped the receptionist to the slip  because the manservant mollified the fighter.,Did the man slip the slip to the receptionist?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4435,The smuggler smuggled the man to the goods  after the atheist rated the doomsayer.,Did the smuggler smuggle the goods to the man?,No,first,Experimental,two,DativeConstruction,implausible,No
4436,The invalid fascinated the midfielder and the boy took the mother to the snack .,Did the boy take the snack to the mother?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4437,The dissident cheated the violist but the teacher taught the students to the concept .,Did the teacher teach the concept to the students?,No,second,Experimental,two,DativeConstruction,implausible,No
4438,The skater tickled the executive when the student told the friend to the joke .,Did the student tell the joke to the friend?,No,second,Experimental,two,DativeConstruction,implausible,No
4439,The analyst rated the protagonist because the man traded the lady to the bicycle .,Did the man trade the bicycle to the lady?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4440,The patent avoided the asylum after the man wrote the author to the letter  .,Did the man write the letter to the author?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4441,The manager allocated the department to the budget  and the girlfriend squeezed the sponsor.,Did the manager allocate the budget to the department?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4442,The teacher assigned the students to the homework  but the zealot tested the janitor.,Did the teacher assign the homework to the students?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4443,The committee awarded the champion to the trophy  when the mutineer challenged the backstabber.,Did the committee award the trophy to the champion?,No,first,Experimental,two,DativeConstruction,implausible,No
4444,The hostess brought the guests to the drinks  because the dane deceived the paymaster.,Did the hostess bring the drinks to the guests?,No,first,Experimental,two,DativeConstruction,implausible,No
4445,The secretary emailed the client to the document  after the englishman defeated the parishioner.,Did the secretary email the document to the client?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4446,The homeless poked the know-it-all and the company extended the employee to the contract .,Did the company extend the contract to the employee?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4447,The fugitive acknowledged the underwriter but the assistant faxed the supervisor to the report .,Did the assistant fax the report to the supervisor?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4448,The prince noted the newcomer when the mother fed the baby to the formula .,Did the mother feed the formula to the baby?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4449,The patriot applauded the grandfather because the assistant forwarded the team to the message .,Did the assistant forward the message to the team?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4450,The skater hounded the dramatist after the philanthropist gave the charity to the donation .,Did the philanthropist give the donation to the charity?,No,second,Experimental,two,DativeConstruction,implausible,No
4451,The foundation granted the student to the scholarship  and the sinner astounded the miller.,Did the foundation grant the scholarship to the student?,No,first,Experimental,two,DativeConstruction,implausible,No
4452,The vendor handed the customer to the brochure  but the stonecutter hosted the cheerleader.,Did the vendor hand the brochure to the customer?,No,first,Experimental,two,DativeConstruction,implausible,No
4453,The workers hauled the site to the equipment  when the storekeeper distressed the defender.,Did the workers haul the equipment to the site?,No,first,Experimental,two,DativeConstruction,implausible,No
4454,The government issued the owner to the license  because the german derided the taxpayer.,Did the government issue the license to the owner?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4455,The friend lent the reader to the book  after the meteorologist targeted the opponent.,Did the friend lend the book to the reader?,No,first,Experimental,two,DativeConstruction,implausible,No
4456,The parachutist troubled the medic and the landlord leased the tenant to the apartment .,Did the landlord lease the apartment to the tenant?,No,second,Experimental,two,DativeConstruction,implausible,No
4457,The locksmith disparaged the entomologist but the traveler left the waiter to the tip .,Did the traveler leave the tip to the waiter?,No,second,Experimental,two,DativeConstruction,implausible,No
4458,The greek compensated the proofreader when the bank loaned the borrower to the money .,Did the bank loan the money to the borrower?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4459,The busdriver strangled the contender because the secretary mailed the guests to the invitation .,Did the secretary mail the invitation to the guests?,No,second,Experimental,two,DativeConstruction,implausible,No
4460,The juggler paged the physicist after the store offered the customers to the discount .,Did the store offer the discount to the customers?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4461,The debtor owed the creditor to the debt  and the plaintiff flustered the stenographer.,Did the debtor owe the debt to the creditor?,No,first,Experimental,two,DativeConstruction,implausible,No
4462,The student passed the classmate to the note  but the soothsayer stared the sinner.,Did the student pass the note to the classmate?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4463,The customer paid the cashier to the bill  when the underwriter begrudged the typesetter.,Did the customer pay the bill to the cashier?,No,first,Experimental,two,DativeConstruction,implausible,No
4464,The author posted the publisher to the manuscript  because the gnome rushed the girlfriend.,Did the author post the manuscript to the publisher?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4465,The manager promised the employee to the promotion  after the heiress defended the groom.,Did the manager promise the promotion to the employee?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4466,The heiress enraged the patriot and the seller refunded the buyer to the price .,Did the seller refund the price to the buyer?,No,second,Experimental,two,DativeConstruction,implausible,No
4467,The pollster distracted the oracle but the operator relayed the recipient to the message .,Did the operator relay the message to the recipient?,No,second,Experimental,two,DativeConstruction,implausible,No
4468,The editor asked the crusader when the debtor repaid the lender to the loan .,Did the debtor repay the loan to the lender?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4469,The watchman smacked the pawnbroker because the salesperson sold the customer to the product .,Did the salesperson sell the product to the customer?,No,second,Experimental,two,DativeConstruction,implausible,No
4470,The commuter infuriated the reception after the company sent the recipient to the package .,Did the company send the package to the recipient?,No,second,Experimental,two,DativeConstruction,implausible,No
4471,The waiter served the diners to the meal  and the maverick invited the collaborator.,Did the waiter serve the meal to the diners?,No,first,Experimental,two,DativeConstruction,implausible,No
4472,The retailer shipped the customer to the order  but the postdoc evaluated the pianist.,Did the retailer ship the order to the customer?,No,first,Experimental,two,DativeConstruction,implausible,No
4473,The guide showed the tourists to the map  when the pastor judged the custodian.,Did the guide show the map to the tourists?,No,first,Experimental,two,DativeConstruction,implausible,Yes
4474,The child slipped the girl to the note  because the plumber relieved the sponsor.,Did the child slip the note to the girl?,No,first,Experimental,two,DativeConstruction,implausible,No
4475,The smuggler smuggled the guy to the contraband  after the caterer ruined the mayor.,Did the smuggler smuggle the contraband to the guy?,No,first,Experimental,two,DativeConstruction,implausible,No
4476,The deacon singed the tenor and the student took the teacher to the pen .,Did the student take the pen to the teacher?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4477,The physiologist spooked the courier but the instructor taught the students to the lesson .,Did the instructor teach the lesson to the students?,No,second,Experimental,two,DativeConstruction,implausible,Yes
4478,The benefactor victimized the delinquent when the friend told the audience to the joke .,Did the friend tell the joke to the audience?,No,second,Experimental,two,DativeConstruction,implausible,No
4479,The milkman lauded the delivery because the trader traded the investor to the stocks .,Did the trader trade the stocks to the investor?,No,second,Experimental,two,DativeConstruction,implausible,No
4480,The girlfriend persuaded the caterer after the author wrote the readers to the book .,Did the author write the book to the readers?,No,second,Experimental,two,DativeConstruction,implausible,No
4481,The chef baked the child the cookies and the yachtsman suspected the cobbler.,Did the chef bake the cookies the child?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4482,The agent booked the traveler the flight but the soprano encountered the scoundrel.,Did the agent book the flight the traveler?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4483,The fisherman caught the kid the fish when the protagonist spooked the underwriter.,Did the fisherman catch the fish the kid?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4484,The aunt bought the nephew the toy because the programmer poked the culprit.,Did the aunt buy the toy the nephew?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4485,The sculptor carved the student the sculpture after the inventor related the fighter.,Did the sculptor carve the sculpture the student?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4486,The umpire appeased the physicist and the architect designed the dog the kennel.,Did the architect design the kennel the dog?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4487,The loyalist cheated the commentator but the technician fixed the friend the computer.,Did the technician fix the computer the friend?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4488,The bricklayer befriended the pacifist when the girl found the cat the toy.,Did the girl find the toy the cat?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4489,The postdoc evaluated the commoner because the gardener grew the family the vegetables.,Did the gardener grow the vegetables the family?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4490,The clarinetist nominated the entertainer after the tailor made the sister the dress.,Did the tailor make the dress the sister?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4491,The customer ordered the waiter the meal and the diva delighted the meteorologist.,Did the customer order the meal the waiter?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4492,The artist painted the niece the picture but the henchman mystified the watchman.,Did the artist paint the picture the niece?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4493,The florist picked the kid the flower when the bodyguard ignored the flora.,Did the florist pick the flower the kid?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4494,The chef prepared the guest the meal because the geographer offended the chancellor.,Did the chef prepare the meal the guest?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4495,The landlord rented the cousin the movie after the typesetter humiliated the hotelier.,Did the landlord rent the movie the cousin?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4496,The extremist mentioned the invalid and the organizer reserved the parent the seat.,Did the organizer reserve the seat the parent?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4497,The auditor honored the scout but the baker rolled the child the dough.,Did the baker roll the dough the child?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4498,The sportscaster mentioned the cabinetmaker when the conservationist saved the bird the nest.,Did the conservationist save the nest the bird?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4499,The hoodlum startled the telemarketer because the owner secured the dog the leash.,Did the owner secure the leash the dog?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4500,The protagonist teased the pharmacist after the educator shaped the student the lesson.,Did the educator shape the lesson the student?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4501,The thief stole the criminal the item and the ex-wife swindled the townspeople.,Did the thief steal the item the criminal?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4502,The roommate washed the friend the dish but the percussionist outraged the goalkeeper.,Did the roommate wash the dish the friend?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4503,The author wrote the child the story when the postdoc yelled the cartographer.,Did the author write the story the child?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4504,The coordinator arranged the guest the accommodations because the nobleman alienated the mailman.,Did the coordinator arrange the accommodations the guest?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4505,The manager assembled the team the presentation after the neighbor invoiced the residents.,Did the manager assemble the presentation the team?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4506,The healer inspired the quarterback and the chef grilled the family the burger.,Did the chef grill the burger the family?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4507,The girlfriend watched the infantryman but the volunteer knitted the dog the blanket.,Did the volunteer knit the dog the blanket?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4508,The jockey beged the candidate when the student earned the sister the scholarship.,Did the student earn the scholarship the sister?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4509,The strategist shamed the deacon because the hostess served the guest the tea.,Did the hostess serve the tea the guest?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4510,The prince scorned the smith after the teacher arranged the students the desks.,Did the teacher arrange the desks the students?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4511,The carpenter assembled the children the dollhouse and the fanatic pacified the lithographer.,Did the carpenter assemble the dollhouse the children?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4512,The baker baked the friends the cookies but the interviewer represented the publisher.,Did the baker bake the cookies the friends?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4513,The clerk booked the tourists the room when the mercenary escorted the henchman.,Did the clerk book the room the tourists?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4514,The chef boiled the cat the water because the backstabber shamed the psychopath.,Did the chef boil the water the cat?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4515,The architect built the family the treehouse after the surgeon spoted the censor.,Did the architect build the treehouse the family?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4516,The suspect beged the gnome and the uncle bought the nephew the toy.,Did the uncle buy the toy the nephew?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4517,The venture seduced the nominee but the artist carved the kids the sculpture.,Did the artist carve the sculpture the kids?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4518,The dwarf beated the bullfighter when the cashier cashed the customer the check.,Did the cashier cash the check the customer?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4519,The paymaster eyed the motorcyclist because the boy caught the dog the ball.,Did the boy catch the ball the dog?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4520,The shoemaker honored the greek after the team chartered the travelers the bus.,Did the team charter the bus the travelers?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4521,The maid cleaned the siblings the rooms and the bride excused the workaholic.,Did the maid clean the rooms the siblings?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4522,The researcher compiled the team the report but the clown screamed the doorman.,Did the researcher compile the report the team?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
