item_id,premise,hypothesis,correct_label,condition,plausibility,memory_load,human_label
3875,The player squashed the ball after the grouch contradicted the bookbinder.,The ball squashed the squash player.,n,Transitive,plausible,two,e
3876,The figure-skater honored the user and the boxer suggested the idea.,The idea suggested the boxer.,n,Transitive,plausible,two,n
3877,The know-it-all framed the spokeswoman but the student skipped the class.,The class skipped the student.,n,Transitive,plausible,two,n
3878,The commentator belittled the sorcerer when the artist touched the canvas.,The canvas touched the artist.,n,Transitive,plausible,two,n
3879,The weightlifter deprecated the deputy because the chef used the knife.,The knif used the chef.,n,Transitive,plausible,two,n
3880,The shortstop framed the invalid after the person wasted the water.,The water wasted the person.,n,Transitive,plausible,two,n
3881,The carpenter assembled the bookshelf and the german deceived the illustrator.,The bookshelf assembled the carpenter.,n,Transitive,plausible,two,n
3882,The instructor bent the mat but the restaurateur esteemed the candidate.,The mat bent the instructor.,n,Transitive,plausible,two,n
3883,The child bit the chocolate when the patron deprecated the niece.,The chocolat bit the child.,n,Transitive,plausible,two,n
3884,The bartender blended the cocktail because the cheerleader choked the miser.,The cocktail blended the bartender.,n,Transitive,plausible,two,n
3885,The girl carved the statue after the prince represented the juggler.,The statu carved the girl.,n,Transitive,plausible,two,n
3886,The barkeeper beged the agnostic and the chef chopped the onions.,The onions chopped the chef.,n,Transitive,plausible,two,n
3887,The millionnaire cursed the bachelor but the cleaner cleaned the windows.,The windows cleaned the cleaner.,n,Transitive,plausible,two,n
3888,The cardinal rushed the husband when the collector collected the coins.,The coins collected the collector.,n,Transitive,plausible,two,n
3889,The baroness understanded the fieldworker because the tailor cut the fabric.,The fabric cut the tailor.,n,Transitive,plausible,two,n
3890,The censor hurted the venture after the guide described the monument.,The monument described the guide.,n,Transitive,plausible,two,n
3891,The crew destroyed the facility and the dealer deceived the censor.,The faciliti destroyed the crew.,n,Transitive,plausible,two,n
3892,The designer designed the logo but the gourmand quoted the russian.,The logo designed the designer.,n,Transitive,plausible,two,n
3893,The student pushed the button when the drug invoiced the healer.,The button pushed the student.,n,Transitive,plausible,two,n
3894,The artist drew the landscape because the backstabber maddened the refugee.,The landscap drew the artist.,n,Transitive,plausible,two,n
3895,The boy memorized the lines after the prince befriended the dealer.,The lines memorized the lines.,n,Transitive,plausible,two,n
3896,The authorities provoked the co-worker and the ironworker flattened the plate.,The plat flattened the ironworker.,n,Transitive,plausible,two,n
3897,The busdriver accused the loyalist but the artist folded the crane.,The cran folded the artist.,n,Transitive,plausible,two,n
3898,The taxi-driver bullied the goalie when the blacksmith hammered the metal.,The metal hammered the blacksmith.,n,Transitive,plausible,two,n
3899,The watchman exasperated the composer because the kid hacked the computer.,The computer hacked the kid.,n,Transitive,plausible,two,n
3900,The weightlifter faced the upholsterer after the lady hit the bag.,The bag hit the lady.,n,Transitive,plausible,two,n
3901,The guy kicked the door and the perpetrator replaced the planner.,The wall kicked the guy.,n,Transitive,plausible,two,n
3902,The student knocked the door but the sponsor eyed the hoodlum.,The door knocked the student.,n,Transitive,plausible,two,n
3903,The baker made the cake when the electrician reimbursed the renegade.,The cak made the baker.,n,Transitive,plausible,two,n
3904,The worker pounded the metal because the usurper appeased the foreman.,The metal pounded the worker.,n,Transitive,plausible,two,n
3905,The factory produced the smartphones after the groom related the striker.,The smartphones produced the factory.,n,Transitive,plausible,two,n
3906,The socialist related the underwriter and the soldiers protected the building.,The building protected the soldiers.,n,Transitive,plausible,two,n
3907,The niece snubed the venture but the boxer punched the locker.,The locker punched the boxer.,n,Transitive,plausible,two,n
3908,The smith accused the train when the student read the novel.,The novel read the student.,n,Transitive,plausible,two,n
3909,The weightlifter rejected the fool because the carpenter sawed the timber.,The timber sawed the carpenter.,n,Transitive,plausible,two,n
3910,The gnome shamed the publisher after the firefighter saved the money.,The monei saved the firefighter.,n,Transitive,plausible,two,n
3911,The vandals shattered the window and the regular victimized the underwriter.,The window shattered the vandals.,n,Transitive,plausible,two,n
3912,The pirate slashed the sail but the jeweler lauded the taxpayer.,The sail slashed the pirate.,n,Transitive,plausible,two,n
3913,The chef sliced the tomato when the parachutist notified the character.,The tomato sliced the chef.,n,Transitive,plausible,two,n
3914,The child smashed the toy car because the optician asked the matador.,The toy car smashed the child.,n,Transitive,plausible,two,n
3915,The player squashed the ball after the nominee singed the jockey.,The ball squashed the player.,n,Transitive,plausible,two,n
3916,The sportscaster interviewed the spokeswoman and the manager suggested the policy.,The police suggested the manager.,n,Transitive,plausible,two,n
3917,The conductor blamed the jester but the student skipped the party.,The party skipped the student.,n,Transitive,plausible,two,n
3918,The usurper repulsed the beautician when the artist touched the canvas.,The canvas touched the artist.,n,Transitive,plausible,two,n
3919,The gourmand smacked the organist because the chef used the blender.,The blender used the chef.,n,Transitive,plausible,two,n
3920,The fighter provoked the jeweler after the person wasted the electricity.,The th electricitied waste the person.,n,Transitive,plausible,two,n
3921,The engine assembled the mechanic and the acrobat remembered the orthopedist.,The mechanic assembled the engine.,n,Transitive,implausible,two,n
3922,The wire bent the tailor but the mobster provoked the protestor.,The tailor bent the wire.,n,Transitive,implausible,two,n
3923,The apple bit the child when the instrumentalist intimidated the rogue.,The child bit the apple.,n,Transitive,implausible,two,n
3924,The ingredients blended the chef because the landlady understanded the rancher.,The chef blended the ingredients.,n,Transitive,implausible,two,n
3925,The statue carved the sculptor after the milkman persuaded the partner.,The sculptor carved the statue.,n,Transitive,implausible,two,n
3926,The doomsayer eyed the newcomer and the vegetables chopped the chef.,The chef chopped the vegetables.,n,Transitive,implausible,two,n
3927,The brewer heared the atheist but the floor cleaned the cleaner.,The cleaner cleaned the floor.,n,Transitive,implausible,two,n
3928,The wife spoted the statistician when the stamps collected the collector.,The collector collected the stamps.,n,Transitive,implausible,two,n
3929,The runner deprecated the socialist because the meat cut the butcher.,The butcher cut the meat.,n,Transitive,implausible,two,n
3930,The cardinal deceived the dwarf after the landscape described the writer.,The writer described the landscape.,n,Transitive,implausible,two,n
3931,The building destroyed the crew and the reception pated the rabbi.,The crew destroyed the building.,n,Transitive,implausible,two,n
3932,The house designed the architect but the maniac reassured the proctor.,The architect designed the house.,n,Transitive,implausible,two,n
3933,The cart pushed the student when the trumpeter invited the actuary.,The student pushed the cart.,n,Transitive,implausible,two,n
3934,The portrait drew the artist because the hotelier watched the auditor.,The artist drew the portrait.,n,Transitive,implausible,two,n
3935,The concept memorized the teacher after the plumber troubled the townspeople.,The teacher memorized the concept.,n,Transitive,implausible,two,n
3936,The rancher presented the beautician and the metal flattened the blacksmith.,The blacksmith flattened the metal.,n,Transitive,implausible,two,n
3937,The miller followed the hippie but the paper folded the artist.,The artist folded the paper.,n,Transitive,implausible,two,e
3938,The geneticist provoked the salesman when the nail hammered the carpenter.,The carpenter hammered the nail.,n,Transitive,implausible,two,n
3939,The cinematographer screamed the bookbinder because the system hacked the hacker.,The hacker hacked the system.,n,Transitive,implausible,two,e
3940,The dane recognized the mobster after the wall hit the boxer.,The boxer hit the wall.,n,Transitive,implausible,two,n
3941,The ball kicked the player and the teller scared the hairstylist.,The player kicked the ball.,n,Transitive,implausible,two,n
3942,The door knocked the burglar but the taxi-driver bemused the fieldworker.,The burglar knocked the door.,n,Transitive,implausible,two,n
3943,The bread made the baker when the climber poked the blonde.,The baker made the bread.,n,Transitive,implausible,two,n
3944,The metal pounded the blacksmith because the botanist perplexed the bear.,The blacksmith pounded the metal.,n,Transitive,implausible,two,n
3945,The cars produced the factory after the meteorologist remembered the art.,The factory produced the cars.,n,Transitive,implausible,two,n
3946,The optimist troubled the ceo and the environment protected the man.,The man protected the environment.,n,Transitive,implausible,two,n
3947,The sergeant neglected the idiot but the sandbag punched the boxer.,The boxer punched the sandbag.,n,Transitive,implausible,two,n
3948,The archivist quoted the skier when the magazine read the boy.,The boy read the magazine.,n,Transitive,implausible,two,n
3949,The sharpshooter persuaded the merchant because the wood sawed the carpenter.,The carpenter sawed the wood.,n,Transitive,implausible,two,n
3950,The partner alienated the patrolman after the life saved the firefighter.,The firefighter saved the life.,n,Transitive,implausible,two,n
3951,The window shattered the vandal and the loyalist strangled the user.,The vandal shattered the window.,n,Transitive,implausible,two,n
3952,The sail slashed the pirate but the surfer forgived the proctor.,The pirate slashed the sail.,n,Transitive,implausible,two,n
3953,The bread sliced the chef when the renegade awaited the teenager.,The chef sliced the bread.,n,Transitive,implausible,two,n
3954,The toy smashed the child because the fieldworker provoked the baroness.,The child smashed the toy.,n,Transitive,implausible,two,n
3955,The ball squashed the squash player after the cowboy beated the steelworker.,The player squashed the ball.,n,Transitive,implausible,two,n
3956,The steward interviewed the skater and the idea suggested the boxer.,The boxer suggested the idea.,n,Transitive,implausible,two,n
3957,The hotelier cheated the prince but the class skipped the student.,The student skipped the class.,n,Transitive,implausible,two,e
3958,The prosecutor beged the inventor when the canvas touched the artist.,The artist touched the canvas.,n,Transitive,implausible,two,n
3959,The messenger suspected the extremist because the knife used the chef.,The chef used the knife.,n,Transitive,implausible,two,n
3960,The saleslady cheated the newswoman after the water wasted the person.,The person wasted the water.,n,Transitive,implausible,two,n
3961,The bookshelf assembled the carpenter and the locksmith hounded the helper.,The carpenter assembled the bookshelf.,n,Transitive,implausible,two,n
3962,The mat bent the instructor but the scout shoved the governor.,The instructor bent the mat.,n,Transitive,implausible,two,n
3963,The chocolate bit the child when the gourmand cursed the sniper.,The child bit the chocolate.,n,Transitive,implausible,two,n
3964,The cocktail blended the bartender because the bachelor exhausted the mapmaker.,The bartender blended the cocktail.,n,Transitive,implausible,two,n
3965,The statue carved the girl after the pollster targeted the patron.,The girl carved the statue.,n,Transitive,implausible,two,n
3966,The running extoled the reformer and the onions chopped the chef.,The chef chopped the onions.,n,Transitive,implausible,two,n
3967,The soundman nominated the postdoc but the windows cleaned the cleaner.,The cleaner cleaned the windows.,n,Transitive,implausible,two,n
3968,The shoemaker antagonized the wholesaler when the coins collected the collector.,The collector collected the coins.,n,Transitive,implausible,two,n
3969,The manservant invited the sharecropper because the fabric cut the tailor.,The tailor cut the fabric.,n,Transitive,implausible,two,n
3970,The kleptomaniac understanded the excavator after the monument described the guide.,The guide described the monument.,n,Transitive,implausible,two,n
3971,The facility destroyed the crew and the violist enticed the hunter.,The crew destroyed the facility.,n,Transitive,implausible,two,n
3972,The logo designed the designer but the lyricist rushed the clown.,The designer designed the logo.,n,Transitive,implausible,two,n
3973,The button pushed the student when the hypochondriac pacified the defense.,The student pushed the button.,n,Transitive,implausible,two,n
3974,The landscape drew the artist because the embalmer singed the minister.,The artist drew the landscape.,n,Transitive,implausible,two,n
3975,The lines memorized the lines after the hypnotist wounded the wench.,The boy memorized the lines.,n,Transitive,implausible,two,n
3976,The rabbi affronted the shoemaker and the plate flattened the ironworker.,The ironworker flattened the plate.,n,Transitive,implausible,two,n
3977,The taxi-driver respected the illustrator but the crane folded the artist.,The artist folded the crane.,n,Transitive,implausible,two,n
3978,The executive pated the teenager when the metal hammered the blacksmith.,The blacksmith hammered the metal.,n,Transitive,implausible,two,n
3979,The toolmaker wounded the auditor because the computer hacked the kid.,The kid hacked the computer.,n,Transitive,implausible,two,e
3980,The backstabber antagonized the executive after the bag hit the lady.,The lady hit the bag.,n,Transitive,implausible,two,n
3981,The wall kicked the guy and the surfer introduced the taxpayer.,The guy kicked the door.,n,Transitive,implausible,two,n
3982,The door knocked the student but the instrumentalist humiliated the loyalist.,The student knocked the door.,n,Transitive,implausible,two,n
3983,The cake made the baker when the litigator swindled the astronaut.,The baker made the cake.,n,Transitive,implausible,two,n
3984,The metal pounded the worker because the sergeant provoked the user.,The worker pounded the metal.,n,Transitive,implausible,two,n
3985,The smartphones produced the factory after the healer mortified the inventor.,The factory produced the smartphones.,n,Transitive,implausible,two,n
3986,The toolmaker suspected the steelworker and the building protected the soldiers.,The soldiers protected the building.,n,Transitive,implausible,two,n
3987,The oncologist derided the wife but the locker punched the boxer.,The boxer punched the locker.,n,Transitive,implausible,two,e
3988,The trendsetter baffled the protestor when the novel read the student.,The student read the novel.,n,Transitive,implausible,two,n
3989,The spaniard commended the cinematographer because the timber sawed the carpenter.,The carpenter sawed the timber.,n,Transitive,implausible,two,e
3990,The clarinetist scared the optimist after the money saved the firefighter.,The firefighter saved the money.,n,Transitive,implausible,two,n
3991,The window shattered the vandals and the bodyguard undermined the trooper.,The vandals shattered the window.,n,Transitive,implausible,two,n
3992,The sail slashed the pirate but the proctor signaled the auditor.,The pirate slashed the sail.,n,Transitive,implausible,two,n
3993,The tomato sliced the chef when the parachutist confronted the townspeople.,The chef sliced the tomato.,n,Transitive,implausible,two,n
3994,The toy car smashed the child because the evangelist neglected the cartographer.,The child smashed the toy car.,n,Transitive,implausible,two,n
3995,The ball squashed the player after the shoemaker relieved the pharmacist.,The player squashed the ball.,n,Transitive,implausible,two,n
3996,The treasurer stuned the herder and the policy suggested the manager.,The manager suggested the policy.,n,Transitive,implausible,two,e
3997,The veterinarian esteemed the sharecropper but the party skipped the student.,The student skipped the party.,n,Transitive,implausible,two,n
3998,The midfielder ignored the baroness when the canvas touched the artist.,The artist touched the canvas.,n,Transitive,implausible,two,e
3999,The rancher esteemed the paymaster because the blender used the chef.,The chef used the blender.,n,Transitive,implausible,two,n
4000,The provost signaled the soundman after the electricity wasted the person.,The person wasted the electricity.,n,Transitive,implausible,two,n
4001,The engine was assembled by the mechanic and the teenager noticed the foreigner.,The mechanic was assembled by the engine.,n,Passive,plausible,two,n
4002,The wire was bent by the tailor but the interpreter contradicted the drug.,The tailor was bent by the wire.,n,Passive,plausible,two,n
4003,The apple was bitten by the child when the commuter undermined the prince.,The child was bitten by the apple.,n,Passive,plausible,two,n
4004,The ingredients were blended by the chef because the milkman beated the grandfather.,The chef was blended by the ingredients.,n,Passive,plausible,two,n
4005,The statue was carved by the sculptor after the missionary misleaded the commuter.,The sculptor was carved by the statue.,n,Passive,plausible,two,n
4006,The peddler maddened the steward and the vegetables were chopped by the chef.,The chef was chopped by the vegetables.,n,Passive,plausible,two,n
4007,The bride disparaged the merchant but the floor was cleaned by the cleaner.,The cleaner was cleaned by the floor.,n,Passive,plausible,two,n
4008,The swimmer misinformed the juror when the stamps were collected by the collector.,The collector was collected by the stamps.,n,Passive,plausible,two,n
4009,The chairman rejected the dermatologist because the meat was cut by the butcher.,The butcher was cut by the meat.,n,Passive,plausible,two,n
4010,The coroner exhausted the hotelier after the landscape was described by the writer.,The writer was described by the landscape.,n,Passive,plausible,two,n
4011,The building was destroyed by the crew and the auctioneer applauded the invader.,The crew was destroyed by the building.,n,Passive,plausible,two,n
4012,The house was designed by the architect but the shortstop fancied the wrestler.,The architect was designed by the house.,n,Passive,plausible,two,n
4013,The cart was pushed by the student when the survivor appeased the regular.,The student was pushed by the cart.,n,Passive,plausible,two,n
4014,The portrait was drawn by the artist because the skater bemused the socialite.,The artist was drawn by the portrait.,n,Passive,plausible,two,n
4015,The concept was memorized by the teacher after the percussionist jinxed the translator.,The teacher was memorized by the concept.,n,Passive,plausible,two,e
4016,The valet forgived the sophomore and the metal was flattened by the blacksmith.,The blacksmith was flattened by the metal.,n,Passive,plausible,two,e
4017,The scavenger teased the security but the paper was folded by the artist.,The artist was folded by the paper.,n,Passive,plausible,two,n
4018,The archivist fancied the idiot when the nail was hammered by the carpenter.,The carpenter was hammered by the nail.,n,Passive,plausible,two,e
4019,The poser inspired the oracle because the system was hacked by the hacker.,The hacker was hacked by the system.,n,Passive,plausible,two,e
4020,The rancher singed the thug after the wall was hit by the boxer.,The boxer was hit by the wall.,n,Passive,plausible,two,e
4021,The ball was kicked by the player and the sharpshooter pated the foreigner.,The player was kicked by the ball.,n,Passive,plausible,two,n
4022,The door was knocked by the burglar but the townspeople mystified the swindler.,The burglar was knocked by the door.,n,Passive,plausible,two,n
4023,The bread was made by the baker when the gastroenterologist enraged the taxpayer.,The baker was made by the bread.,n,Passive,plausible,two,n
4024,The metal was pounded by the blacksmith because the inventor understanded the geologist.,The blacksmith was pounded by the metal.,n,Passive,plausible,two,n
4025,The cars were produced by the factory after the sophomore undermined the linguist.,The factory was produced by the cars.,n,Passive,plausible,two,e
4026,The bodyguard exhausted the pianist and the environment was protected by the man.,The man was protected by the environment.,n,Passive,plausible,two,n
4027,The german cheated the jockey but the sandbag was punched by the boxer.,The boxer was punched by the sandbag.,n,Passive,plausible,two,n
4028,The hypochondriac pursued the girlfriend when the magazine was read by the boy.,The boy was read by the magazine.,n,Passive,plausible,two,n
4029,The weightlifter reassured the machinist because the wood was sawed by the carpenter.,The carpenter was sawed by the wood.,n,Passive,plausible,two,n
4030,The russian rejected the soundman after the life was saved by the firefighter.,The firefighter was saved by the life.,n,Passive,plausible,two,n
4031,The window was shattered by the vandal and the ringleader commended the saxophonist.,The vandal was shattered by the window.,n,Passive,plausible,two,n
4032,The sail was slashed by the pirate but the creditor excused the husband.,The pirate was slashed by the sail.,n,Passive,plausible,two,n
4033,The bread was sliced by the chef when the inventor applauded the cheerleader.,The chef was sliced by the bread.,n,Passive,plausible,two,n
4034,The toy was smashed by the child because the orthopedist understanded the dictator.,The child was smashed by the toy.,n,Passive,plausible,two,n
4035,The ball was squashed by the player after the stuntman framed the panhandler.,The player was squashed by the ball.,n,Passive,plausible,two,n
4036,The courier humiliated the photographer and the idea was suggested by the boxer.,The boxer was suggested by the idea.,n,Passive,plausible,two,n
4037,The taxpayer nudged the gourmand but the class was skipped by the student.,The student was skipped by the class.,n,Passive,plausible,two,n
4038,The cartographer confronted the parent when the canvas was touched by the artist.,The artist was touched by the canvas.,n,Passive,plausible,two,n
4039,The screenwriter notified the ringleader because the knife was used by the chef.,The chef was used by the knife.,n,Passive,plausible,two,n
4040,The mercenary victimized the juggler after the water was wasted by the person.,The person was wasted by the water.,n,Passive,plausible,two,n
4041,The bookshelf was assembled by the carpenter and the thug flustered the encroacher.,The carpenter was assembled by the bookshelf.,n,Passive,plausible,two,n
4042,The mat was bent by the instructor but the thug charmed the impostor.,The instructor was bent by the mat.,n,Passive,plausible,two,n
4043,The chocolate was bitten by the child when the bear represented the webmaster.,The child was bitten by the chocolate.,n,Passive,plausible,two,n
4044,The cocktail was blended by the bartender because the co-worker placated the embezzler.,The bartender was blended by the cocktail.,n,Passive,plausible,two,n
4045,The statue was carved by the girl after the character framed the spaniard.,The girl was carved by the statue.,n,Passive,plausible,two,n
4046,The buyer shamed the hitter and the onions were chopped by the chef.,The chef was chopped by the onions.,n,Passive,plausible,two,n
4047,The australian inspired the emissary but the windows were cleaned by the cleaner.,The cleaner was cleaned by the windows.,n,Passive,plausible,two,n
4048,The restaurateur flustered the carrier when the coins were collected by the collector.,The collector was collected by the coins.,n,Passive,plausible,two,n
4049,The conductor strangled the cobbler because the fabric was cut by the tailor.,The tailor was cut by the fabric.,n,Passive,plausible,two,n
4050,The matador yelled the invalid after the monument was described by the guide.,The guide was described by the monument.,n,Passive,plausible,two,n
4051,The building was destroyed by the crew and the illustrator excused the fugitive.,The crew was destroyed by the building.,n,Passive,plausible,two,n
4052,The logo was designed by the designer but the know-it-all introduced the merchant.,The designer was designed by the logo.,n,Passive,plausible,two,n
4053,The button was pushed by the student when the insider shoved the lineman.,The student was pushed by the button.,n,Passive,plausible,two,n
4054,The landscape was drawn by the artist because the newscaster dismissed the songwriter.,The artist was drawn by the landscape.,n,Passive,plausible,two,n
4055,The lines were memorized by the boy after the panhandler beated the drummer.,The boy was memorized by the lines.,n,Passive,plausible,two,e
4056,The security overcharged the bride and the plate was flattened by the ironworker.,The ironworker was flattened by the plate.,n,Passive,plausible,two,n
4057,The character shoved the instrumentalist but the crane was folded by the artist.,The artist was folded by the crane.,n,Passive,plausible,two,n
4058,The buyer dazzled the watchman when the metal was hammered by the blacksmith.,The blacksmith was hammered by the metal.,n,Passive,plausible,two,n
4059,The milkman distressed the weatherman because the computer was hacked by the kid.,The kid was hacked by the computer.,n,Passive,plausible,two,n
4060,The suspect smacked the barrister after the bag was hit by the lady.,The lady was hit by the bag.,n,Passive,plausible,two,n
4061,The door was kicked by the guy and the german humiliated the cabbie.,The guy was kicked by the door.,n,Passive,plausible,two,n
4062,The door was knocked by the student but the security agitated the patrolman.,The student was knocked by the door.,n,Passive,plausible,two,e
4063,The cake was made by the baker when the concierge plagiarized the chaplain.,The baker was made by the cake.,n,Passive,plausible,two,n
4064,The metal was pounded by the worker because the yachtsman quized the rogue.,The worker was pounded by the metal.,n,Passive,plausible,two,n
4065,The smartphones were produced by the factory after the landscaper hounded the communist.,The factory was produced by the smartphones.,n,Passive,plausible,two,n
4066,The ceo bemused the sergeant and the building was protected by the soldiers.,The soldiersed protected by the building.,n,Passive,plausible,two,n
4067,The grandson fighted the instrumentalist but the locker was punched by the boxer.,The boxer was punched by the locker.,n,Passive,plausible,two,n
4068,The archivist beged the litigator when the kid was rescued by the student.,The student was rescued by the kid.,n,Passive,plausible,two,n
4069,The chemist complimented the swimmer because the timber was sawed by the carpenter.,The carpenter was sawed by the timber.,n,Passive,plausible,two,e
4070,The bricklayer yelled the dealer after the money was saved by the firefighter.,The firefighter was saved by the money.,n,Passive,plausible,two,e
4071,The window was shattered by the vandals and the midwife spooked the executive.,The vandalsed shattered by the window.,n,Passive,plausible,two,n
4072,The sail was slashed by the pirate but the choreographer sighted the runner.,The pirate was slashed by the sail.,n,Passive,plausible,two,n
4073,The tomato was sliced by the chef when the citizen startled the excavator.,The chef was sliced by the tomato.,n,Passive,plausible,two,n
4074,The toy car was smashed by the child because the landscaper excused the sommelier.,The child was smashed by the toy car.,n,Passive,plausible,two,n
4075,The ball was squashed by the player after the ranger noted the felon.,The player was squashed by the ball.,n,Passive,plausible,two,n
4076,The paymaster squeezed the logician and the policy was suggested by the manager.,The manager was suggested by the policy.,n,Passive,plausible,two,n
4077,The lieutenant noticed the warrior but the party was skipped by the student.,The student was skipped by the party.,n,Passive,plausible,two,n
4078,The pianist deprecated the gnome when the canvas was touched by the artist.,The artist was touched by the canvas.,n,Passive,plausible,two,n
4079,The propagandist misinformed the benefactor because the blender was used by the chef.,The chef was used by the blender.,n,Passive,plausible,two,n
4080,The yodeler remembered the foreman after the electricity was wasted by the person.,The person was wasted by the electricity.,n,Passive,plausible,two,n
4081,The mechanic was assembled by the engine and the hitter notified the biologist.,The engine was assembled by the mechanic.,n,Passive,implausible,two,n
4082,The tailor was bent by the wire but the grandson backed the sharpshooter.,The wire was bent by the tailor.,n,Passive,implausible,two,e
4083,The child was bitten by the apple when the crusader heared the midfielder.,The apple was bitten by the child.,n,Passive,implausible,two,n
4084,The chef was blended by the ingredients because the townspeople notified the pathologist.,The ingredients blended by the chef.,n,Passive,implausible,two,n
4085,The sculptor was carved by the statue after the reverent poisoned the plumber.,The statue was carved by the sculptor.,n,Passive,implausible,two,n
4086,The veteran escorted the logician and the chef was chopped by the vegetables.,The ivegetables were chopped by the chef.,n,Passive,implausible,two,n
4087,The patent fancied the groom but the cleaner was cleaned by the floor.,The floor was cleaned by the cleaner.,n,Passive,implausible,two,e
4088,The ophthalmologist enraged the miner when the collector was collected by the stamps.,The stamp was collected by the collector.,n,Passive,implausible,two,e
4089,The webmaster hurted the medic because the butcher was cut by the meat.,The meat was cut by the butcher.,n,Passive,implausible,two,n
4090,The bullfighter appeased the manservant after the writer was described by the landscape.,The landscape was described by the writer.,n,Passive,implausible,two,n
4091,The crew was destroyed by the building and the violist beged the soundman.,The building was destroyed by the crew.,n,Passive,implausible,two,n
4092,The architect was designed by the house but the geophysicist evaluated the trumpeter.,The house was designed by the architect.,n,Passive,implausible,two,n
4093,The student was pushed by the cart when the citizen identified the leper.,The cart was pushed by the student.,n,Passive,implausible,two,n
4094,The artist was drawn by the portrait because the waitress eyed the ranger.,The portrait was drawn by the artist.,n,Passive,implausible,two,n
4095,The teacher was memorized by the concept after the teenager approved the commissioner.,The concept was memorized by the teacher.,n,Passive,implausible,two,n
4096,The obstetrician acknowledged the mapmaker and the blacksmith was flattened by the metal.,The metal was flattened by the blacksmith.,n,Passive,implausible,two,n
4097,The skater delighted the milkman but the artist was folded by the paper.,The paper was folded by the artist.,n,Passive,implausible,two,n
4098,The astronaut strangled the hoodlum when the carpenter was hammered by the nail.,The nail was hammered by the carpenter.,n,Passive,implausible,two,e
4099,The taxpayer befriended the translator because the hacker was hacked by the system.,The system was hacked by the hacker.,n,Passive,implausible,two,n
4100,The surgeon compensated the rabbi after the boxer was hit by the wall.,The wall was hit by the boxer.,n,Passive,implausible,two,e
4101,The player was kicked by the ball and the sophomore disparaged the embalmer.,The ball was kicked by the player.,n,Passive,implausible,two,n
4102,The burglar was knocked by the door but the camper applauded the cheerleader.,The door was knocked by the burglar.,n,Passive,implausible,two,n
4103,The baker was made by the bread when the draftsman humiliated the paymaster.,The bread was made by the baker.,n,Passive,implausible,two,n
4104,The blacksmith was pounded by the metal because the showman snubed the admiral.,The metal was pounded by the blacksmith.,n,Passive,implausible,two,n
4105,The factory was produced by the cars after the admiral baffled the emperor.,The cars were produced by the factory.,n,Passive,implausible,two,n
4106,The russian mystified the regular and the man was protected by the environment.,The environment was protected by the man.,n,Passive,implausible,two,n
4107,The rogue snubed the dwarf but the boxer was punched by the sandbag.,The sandbag was punched by the boxer.,n,Passive,implausible,two,e
4108,The columnist baffled the canadian when the boy was read by the magazine.,The magazine was read by the boy.,n,Passive,implausible,two,e
4109,The soundman stuned the plaintiff because the carpenter was sawed by the wood.,The wood was sawed by the carpenter.,n,Passive,implausible,two,n
4110,The mobster affronted the sommelier after the firefighter was saved by the life.,The life was saved by the firefighter.,n,Passive,implausible,two,n
4111,The vandal was shattered by the window and the plaintiff belittled the co-worker.,The window was shattered by the vandal.,n,Passive,implausible,two,n
4112,The pirate was slashed by the sail but the user hurted the astronaut.,The sail was slashed by the pirate.,n,Passive,implausible,two,n
4113,The chef was sliced by the bread when the heretic betraied the messenger.,The bread was sliced by the chef.,n,Passive,implausible,two,n
4114,The child was smashed by the toy because the gnome respected the juggler.,The toy was smashed by the child.,n,Passive,implausible,two,n
4115,The player was squashed by the ball after the opponent flustered the wench.,The ball was squashed by the player.,n,Passive,implausible,two,n
4116,The mason noticed the oncologist and the boxer was suggested by the idea.,The idea was suggested by the boxer.,n,Passive,implausible,two,n
4117,The importer shoved the football but the student was skipped by the class.,The class was skipped by the student.,n,Passive,implausible,two,n
4118,The husband observed the herder when the artist was touched by the canvas.,The canvas was touched by the artist.,n,Passive,implausible,two,e
4119,The songwriter repulsed the collaborator because the chef was used by the knife.,The knife was used by the chef.,n,Passive,implausible,two,n
4120,The football filmed the encroacher after the person was wasted by the water.,The water was wasted by the person.,n,Passive,implausible,two,n
4121,The carpenter was assembled by the bookshelf and the lecturer remembered the appraiser.,The bookshelf was assembled by the carpenter.,n,Passive,implausible,two,n
4122,The instructor was bent by the mat but the postdoc charmed the grouch.,The mat was bent by the instructor.,n,Passive,implausible,two,n
4123,The child was bitten by the chocolate when the interviewer saluted the rogue.,The chocolate was bitten by the child.,n,Passive,implausible,two,n
4124,The bartender was blended by the cocktail because the art startled the stranger.,The cocktail was blended by the bartender.,n,Passive,implausible,two,n
4125,The girl was carved by the statue after the deacon raved the biologist.,The statue was carved by the girl.,n,Passive,implausible,two,e
4126,The instrumentalist noticed the niece and the chef was chopped by the onions.,The onions were chopped by the chef.,n,Passive,implausible,two,n
4127,The wrestler deceived the grocer but the cleaner was cleaned by the windows.,The windows were cleaned by the cleaner.,n,Passive,implausible,two,n
4128,The mobster antagonized the mover when the collector was collected by the coins.,The coins were collected by the collector.,n,Passive,implausible,two,n
4129,The trickster spooked the defender because the tailor was cut by the fabric.,The fabric was cut by the tailor.,n,Passive,implausible,two,n
4130,The caregiver affronted the victim after the guide was described by the monument.,The monument was described by the guide.,n,Passive,implausible,two,e
4131,The crew was destroyed by the building and the forester maddened the lineman.,The building was destroyed by the crew.,n,Passive,implausible,two,n
